Time(s),9 devices,17 devices,33 devices, Sequential
205,1.22222222222,2.44444444444,3.55555555556,20
206,1.22222222222,2.66666666667,3.88888888889,20
207,1.22222222222,2.66666666667,4.66666666667,20
208,1.22222222222,2.66666666667,5.22222222222,20
209,1.22222222222,2.66666666667,6.11111111111,20
210,1.22222222222,2.66666666667,6.66666666667,21
211,1.22222222222,2.66666666667,6.66666666667,21
212,1.22222222222,2.66666666667,6.88888888889,21
213,1.33333333333,3.0,7.33333333333,21
214,2.0,3.55555555556,7.66666666667,21
215,2.0,4.22222222222,8.33333333333,21
216,2.0,5.11111111111,9.11111111111,21
217,2.0,5.11111111111,9.33333333333,21
218,2.0,5.11111111111,9.88888888889,21
219,2.0,5.11111111111,10.3333333333,21
220,2.0,5.11111111111,10.8888888889,22
221,2.0,5.11111111111,10.8888888889,22
222,2.0,5.11111111111,10.8888888889,22
223,2.55555555556,5.55555555556,11.3333333333,22
224,3.11111111111,6.11111111111,11.5555555556,22
225,3.11111111111,6.33333333333,12.1111111111,22
226,3.11111111111,6.77777777778,12.3333333333,22
227,3.11111111111,6.88888888889,12.8888888889,22
228,3.11111111111,6.88888888889,13.3333333333,22
229,3.11111111111,6.88888888889,13.6666666667,22
230,3.11111111111,6.88888888889,13.6666666667,23
231,3.11111111111,6.88888888889,13.6666666667,23
232,3.11111111111,6.88888888889,13.6666666667,23
233,3.11111111111,7.22222222222,14.0,23
234,3.11111111111,7.33333333333,14.0,23
235,3.11111111111,7.33333333333,14.2222222222,23
236,3.11111111111,7.55555555556,14.2222222222,23
237,3.11111111111,7.55555555556,14.3333333333,23
238,3.11111111111,7.55555555556,14.4444444444,23
239,3.11111111111,7.55555555556,14.4444444444,23
240,3.11111111111,7.55555555556,14.4444444444,24
241,3.11111111111,7.55555555556,14.4444444444,24
242,3.11111111111,7.55555555556,14.4444444444,24
243,3.55555555556,7.55555555556,14.6666666667,24
244,3.66666666667,7.55555555556,14.7777777778,24
245,3.66666666667,7.66666666667,14.7777777778,24
246,3.66666666667,7.66666666667,14.8888888889,24
247,3.66666666667,7.66666666667,15.1111111111,24
248,3.66666666667,7.66666666667,15.1111111111,24
249,3.66666666667,7.66666666667,15.1111111111,24
250,3.66666666667,7.66666666667,15.2222222222,25
251,3.66666666667,7.66666666667,15.2222222222,25
252,3.66666666667,7.66666666667,15.2222222222,25
253,3.77777777778,7.66666666667,15.2222222222,25
254,3.88888888889,7.66666666667,15.2222222222,25
255,3.88888888889,7.66666666667,15.4444444444,25
256,3.88888888889,7.66666666667,15.4444444444,25
257,3.88888888889,7.66666666667,15.5555555556,25
258,3.88888888889,7.66666666667,15.6666666667,25
259,3.88888888889,7.66666666667,15.6666666667,25
260,3.88888888889,7.66666666667,15.7777777778,26
261,3.88888888889,7.66666666667,15.7777777778,26
262,3.88888888889,7.66666666667,15.7777777778,26
263,3.88888888889,7.66666666667,15.7777777778,26
264,3.88888888889,7.66666666667,15.8888888889,26
265,4.0,7.77777777778,16.1111111111,26
266,4.0,7.77777777778,16.1111111111,26
267,4.0,7.77777777778,16.2222222222,26
268,4.0,7.77777777778,16.2222222222,26
269,4.0,7.77777777778,16.2222222222,26
270,4.0,7.77777777778,16.4444444444,27
271,4.0,7.77777777778,16.4444444444,27
272,4.0,7.77777777778,16.5555555556,27
273,4.0,7.77777777778,16.5555555556,27
274,4.0,7.77777777778,16.6666666667,27
275,4.0,7.77777777778,16.8888888889,27
276,4.0,7.77777777778,17.1111111111,27
277,4.0,7.88888888889,17.1111111111,27
278,4.0,7.88888888889,17.1111111111,27
279,4.0,7.88888888889,17.1111111111,27
280,4.0,7.88888888889,17.1111111111,28
281,4.0,7.88888888889,17.1111111111,28
282,4.0,7.88888888889,17.1111111111,28
283,4.0,7.88888888889,17.1111111111,28
284,4.0,8.0,17.1111111111,28
285,4.0,8.0,17.3333333333,28
286,4.0,8.11111111111,17.4444444444,28
287,4.0,8.11111111111,17.5555555556,28
288,4.0,8.11111111111,17.5555555556,28
289,4.0,8.22222222222,17.7777777778,28
290,4.0,8.22222222222,17.7777777778,29
291,4.0,8.22222222222,17.7777777778,29
292,4.0,8.22222222222,17.7777777778,29
293,4.0,8.22222222222,17.8888888889,29
294,4.0,8.22222222222,17.8888888889,29
295,4.0,8.22222222222,17.8888888889,29
296,4.0,8.22222222222,18.2222222222,29
297,4.0,8.22222222222,18.2222222222,29
298,4.0,8.22222222222,18.5555555556,29
299,4.0,8.22222222222,19.2222222222,29
300,4.0,8.22222222222,19.3333333333,30
301,4.0,8.22222222222,19.4444444444,30
302,4.0,8.22222222222,19.6666666667,30
303,4.0,8.22222222222,19.7777777778,30
304,4.0,8.22222222222,19.7777777778,30
305,4.0,8.22222222222,19.8888888889,30
306,4.0,8.22222222222,19.8888888889,30
307,4.0,8.22222222222,20.0,30
308,4.0,8.22222222222,20.1111111111,30
309,4.0,8.22222222222,20.1111111111,30
310,4.0,8.22222222222,20.2222222222,31
311,4.0,8.22222222222,20.4444444444,31
312,4.0,8.22222222222,20.6666666667,31
313,4.0,8.22222222222,20.7777777778,31
314,4.0,8.33333333333,21.1111111111,31
315,4.0,8.66666666667,21.1111111111,31
316,4.0,8.66666666667,21.3333333333,31
317,4.0,8.88888888889,21.7777777778,31
318,4.0,8.88888888889,21.8888888889,31
319,4.11111111111,8.88888888889,21.8888888889,31
320,4.11111111111,8.88888888889,22.0,32
321,4.11111111111,8.88888888889,22.1111111111,32
322,4.11111111111,8.88888888889,22.2222222222,32
323,4.11111111111,8.88888888889,22.3333333333,32
324,4.22222222222,8.88888888889,22.4444444444,32
325,4.22222222222,8.88888888889,23.0,32
326,4.22222222222,9.0,23.2222222222,32
327,4.22222222222,9.22222222222,23.5555555556,32
328,4.22222222222,9.33333333333,23.5555555556,32
329,4.22222222222,9.33333333333,23.6666666667,32
330,4.22222222222,9.55555555556,23.8888888889,33
331,4.22222222222,9.55555555556,24.1111111111,33
332,4.22222222222,9.55555555556,24.3333333333,33
333,4.22222222222,9.55555555556,24.7777777778,33
334,4.22222222222,9.55555555556,25.0,33
335,4.22222222222,9.66666666667,25.2222222222,33
336,4.22222222222,9.77777777778,25.5555555556,33
337,4.22222222222,9.77777777778,25.7777777778,33
338,4.22222222222,9.77777777778,25.8888888889,33
339,4.22222222222,9.77777777778,26.1111111111,33
340,4.22222222222,9.77777777778,26.3333333333,34
341,4.22222222222,9.77777777778,26.4444444444,34
342,4.22222222222,9.77777777778,26.6666666667,34
343,4.22222222222,9.88888888889,27.0,34
344,4.22222222222,9.88888888889,27.4444444444,34
345,4.22222222222,10.0,27.7777777778,34
346,4.22222222222,10.1111111111,28.2222222222,34
347,4.22222222222,10.2222222222,28.6666666667,34
348,4.22222222222,10.3333333333,28.7777777778,34
349,4.22222222222,10.4444444444,29.0,34
350,4.33333333333,10.4444444444,29.2222222222,35
351,4.33333333333,10.4444444444,29.7777777778,35
352,4.33333333333,10.4444444444,30.2222222222,35
353,4.33333333333,10.4444444444,30.8888888889,35
354,4.33333333333,10.4444444444,31.3333333333,35
355,4.33333333333,10.4444444444,31.4444444444,35
356,4.33333333333,10.4444444444,31.7777777778,35
357,4.33333333333,10.5555555556,32.2222222222,35
358,4.33333333333,10.5555555556,32.8888888889,35
359,4.33333333333,10.5555555556,33.3333333333,35
360,4.33333333333,10.5555555556,34.0,36
361,4.33333333333,10.5555555556,34.3333333333,36
362,4.33333333333,10.5555555556,34.7777777778,36
363,4.33333333333,10.5555555556,35.3333333333,36
364,4.33333333333,10.5555555556,35.7777777778,36
365,4.33333333333,10.5555555556,36.5555555556,36
366,4.33333333333,10.5555555556,37.0,36
367,4.33333333333,10.5555555556,37.7777777778,36
368,4.33333333333,10.5555555556,38.4444444444,36
369,4.33333333333,10.5555555556,39.1111111111,36
370,4.33333333333,10.5555555556,39.8888888889,37
371,4.33333333333,10.5555555556,40.8888888889,37
372,4.33333333333,10.5555555556,41.3333333333,37
373,4.33333333333,10.6666666667,42.1111111111,37
374,4.33333333333,10.6666666667,42.2222222222,37
375,4.33333333333,10.6666666667,42.8888888889,37
376,4.33333333333,10.7777777778,43.8888888889,37
377,4.33333333333,10.7777777778,44.7777777778,37
378,4.33333333333,11.0,45.7777777778,37
379,4.33333333333,11.0,46.7777777778,37
380,4.33333333333,11.0,47.6666666667,38
381,4.33333333333,11.0,48.7777777778,38
382,4.33333333333,11.0,49.7777777778,38
383,4.33333333333,11.1111111111,51.0,38
384,4.33333333333,11.1111111111,52.2222222222,38
385,4.66666666667,11.1111111111,53.3333333333,38
386,4.77777777778,11.3333333333,54.4444444444,38
387,4.77777777778,11.4444444444,56.0,38
388,4.77777777778,11.5555555556,57.5555555556,38
389,4.77777777778,11.5555555556,59.5555555556,38
390,4.77777777778,11.5555555556,60.8888888889,39
391,4.77777777778,11.5555555556,62.6666666667,39
392,4.77777777778,11.6666666667,64.1111111111,39
393,4.88888888889,11.6666666667,65.7777777778,39
394,4.88888888889,11.6666666667,66.2222222222,39
395,4.88888888889,11.6666666667,67.4444444444,39
396,4.88888888889,11.6666666667,69.1111111111,39
397,4.88888888889,11.7777777778,70.8888888889,39
398,4.88888888889,11.8888888889,72.5555555556,39
399,4.88888888889,12.0,74.5555555556,39
400,4.88888888889,12.1111111111,76.6666666667,40
401,4.88888888889,12.3333333333,78.7777777778,40
402,4.88888888889,12.4444444444,81.0,40
403,4.88888888889,12.4444444444,81.7777777778,40
404,4.88888888889,12.4444444444,81.7777777778,40
405,5.0,12.4444444444,83.2222222222,40
406,5.0,12.5555555556,85.5555555556,40
407,5.0,12.5555555556,87.2222222222,40
408,5.0,12.6666666667,89.6666666667,40
409,5.0,12.6666666667,91.4444444444,40
410,5.0,12.8888888889,93.4444444444,41
411,5.0,13.0,94.5555555556,41
412,5.0,13.1111111111,96.1111111111,41
413,5.0,13.1111111111,96.1111111111,41
414,5.0,13.1111111111,96.1111111111,41
415,5.0,13.3333333333,96.7777777778,41
416,5.0,13.4444444444,97.6666666667,41
417,5.0,13.5555555556,98.3333333333,41
418,5.0,13.7777777778,98.7777777778,41
419,5.0,14.0,98.8888888889,41
420,5.0,14.2222222222,99.1111111111,42
421,5.0,14.2222222222,99.4444444444,42
422,5.0,14.3333333333,99.8888888889,42
423,5.22222222222,14.5555555556,100.0,42
424,5.22222222222,14.5555555556,100.0,42
425,5.22222222222,14.7777777778,100.0,42
426,5.33333333333,14.8888888889,100.0,42
427,5.33333333333,14.8888888889,100.0,42
428,5.44444444444,15.1111111111,100.0,42
429,5.44444444444,15.4444444444,100.0,42
430,5.44444444444,15.4444444444,100.0,43
431,5.44444444444,15.5555555556,100.0,43
432,5.44444444444,15.5555555556,100.0,43
433,5.44444444444,15.6666666667,100.0,43
434,5.44444444444,15.6666666667,100.0,43
435,5.44444444444,15.7777777778,100.0,43
436,5.44444444444,15.8888888889,100.0,43
437,5.55555555556,16.0,100.0,43
438,5.66666666667,16.0,100.0,43
439,5.66666666667,16.1111111111,100.0,43
440,5.66666666667,16.1111111111,100.0,44
441,5.66666666667,16.2222222222,100.0,44
442,5.66666666667,16.2222222222,100.0,44
443,5.66666666667,16.5555555556,100.0,44
444,5.66666666667,16.7777777778,100.0,44
445,5.77777777778,17.2222222222,100.0,44
446,5.77777777778,17.2222222222,100.0,44
447,5.88888888889,17.3333333333,100.0,44
