Time(s),ChunksFromAp,ChunksFromDevices,GoodActive,BadActive,Active
1128,225,811,33,0,33
1129,225,811,33,0,33
1130,225,811,33,0,33
1131,226,811,33,0,33
1132,226,811,33,0,33
1133,226,811,33,0,33
1134,226,816,33,0,33
1135,226,816,33,0,33
1136,227,816,33,0,33
1137,227,816,33,0,33
1138,227,816,33,0,33
1139,227,816,33,0,33
1140,227,816,33,0,33
1141,228,816,33,0,33
1142,228,816,33,0,33
1143,228,816,33,0,33
1144,228,816,33,0,33
1145,228,816,33,0,33
1146,229,816,33,0,33
1147,229,816,33,0,33
1148,229,816,33,0,33
1149,229,816,33,0,33
1150,229,816,33,0,33
1151,230,816,33,0,33
1152,230,821,33,0,33
1153,230,821,33,0,33
1154,230,821,33,0,33
1155,230,821,33,0,33
1156,231,821,33,0,33
1157,231,821,33,0,33
1158,231,821,33,0,33
1159,231,821,33,0,33
1160,231,821,33,0,33
1161,232,821,33,0,33
1162,232,821,33,0,33
1163,232,821,33,0,33
1164,232,821,33,0,33
1165,232,821,33,0,33
1166,233,821,33,0,33
1167,233,821,33,0,33
1168,233,821,33,0,33
1169,233,821,33,0,33
1170,233,821,33,0,33
1171,234,821,33,0,33
1172,234,821,33,0,33
1173,234,821,33,0,33
1174,234,821,33,0,33
1175,234,821,33,0,33
1176,235,821,33,0,33
1177,235,821,33,0,33
1178,235,821,33,0,33
1179,235,821,33,0,33
1180,235,821,33,0,33
1181,236,821,33,0,33
1182,236,821,33,0,33
1183,236,821,33,0,33
1184,236,821,33,0,33
1185,236,821,33,0,33
1186,237,821,33,0,33
1187,237,821,33,0,33
1188,237,826,33,0,33
1189,237,826,33,0,33
1190,237,826,33,0,33
1191,238,826,33,0,33
1192,238,826,33,0,33
1193,238,826,33,0,33
1194,238,826,33,0,33
1195,238,826,33,0,33
1196,239,826,33,0,33
1197,239,826,33,0,33
1198,239,831,33,0,33
1199,239,831,33,0,33
1200,239,831,33,0,33
1201,240,831,33,0,33
1202,240,831,33,0,33
1203,240,831,33,0,33
1204,240,831,33,0,33
1205,240,831,33,0,33
1206,241,831,33,0,33
1207,241,831,33,0,33
1208,241,831,33,0,33
1209,241,831,33,0,33
1210,241,831,33,0,33
1211,242,831,33,0,33
1212,242,831,33,0,33
1213,242,831,33,0,33
1214,242,831,33,0,33
1215,242,831,33,0,33
1216,243,831,33,0,33
1217,243,831,33,0,33
1218,243,831,33,0,33
1219,243,831,33,0,33
1220,243,831,33,0,33
1221,244,831,33,0,33
1222,244,831,33,0,33
1223,244,831,33,0,33
1224,244,831,33,0,33
1225,244,831,33,0,33
1226,245,831,33,0,33
1227,245,831,33,0,33
1228,245,831,33,0,33
1229,245,831,33,0,33
1230,245,831,33,0,33
1231,246,831,33,0,33
1232,246,831,33,0,33
1233,246,831,33,0,33
1234,246,831,33,0,33
1235,246,831,33,0,33
1236,247,836,33,0,33
1237,247,836,33,0,33
1238,247,836,33,0,33
1239,247,836,33,0,33
1240,247,836,33,0,33
1241,248,836,33,0,33
1242,248,836,33,0,33
1243,248,836,33,0,33
1244,248,836,33,0,33
1245,248,836,33,0,33
1246,249,836,33,0,33
1247,249,836,33,0,33
1248,249,836,33,0,33
1249,249,836,33,0,33
1250,249,841,33,0,33
1251,250,841,33,0,33
1252,250,841,33,0,33
1253,250,841,33,0,33
1254,250,841,33,0,33
1255,250,841,33,0,33
1256,251,841,33,0,33
1257,251,841,33,0,33
1258,251,841,33,0,33
1259,251,841,33,0,33
1260,251,841,33,0,33
1261,252,841,33,0,33
1262,252,841,33,0,33
1263,252,841,33,0,33
1264,252,841,33,0,33
1265,252,841,33,0,33
1266,253,841,33,0,33
1267,253,841,33,0,33
1268,253,841,33,0,33
1269,253,841,33,0,33
1270,253,841,33,0,33
1271,254,841,33,0,33
1272,254,841,33,0,33
1273,254,841,33,0,33
1274,254,841,33,0,33
1275,254,841,33,0,33
1276,255,841,33,0,33
1277,255,841,33,0,33
1278,255,841,33,0,33
1279,255,841,33,0,33
1280,255,841,33,0,33
1281,256,841,33,0,33
1282,256,841,33,0,33
1283,256,841,33,0,33
1284,256,841,33,0,33
1285,256,846,33,0,33
1286,257,846,33,0,33
1287,257,846,33,0,33
1288,257,846,33,0,33
1289,257,846,33,0,33
1290,257,846,33,0,33
1291,258,846,33,0,33
1292,258,846,33,0,33
1293,258,846,33,0,33
1294,258,846,33,0,33
1295,258,846,33,0,33
1296,259,846,33,0,33
1297,259,846,33,0,33
1298,259,851,33,0,33
1299,259,851,33,0,33
1300,259,851,33,0,33
1301,260,851,33,0,33
1302,260,851,33,0,33
1303,260,851,33,0,33
1304,260,851,33,0,33
1305,260,851,33,0,33
1306,261,851,33,0,33
1307,261,851,33,0,33
1308,261,851,33,0,33
1309,261,851,33,0,33
1310,261,851,33,0,33
1311,262,851,33,0,33
1312,262,851,33,0,33
1313,262,851,33,0,33
1314,262,851,33,0,33
1315,262,851,33,0,33
1316,263,851,33,0,33
1317,263,851,33,0,33
1318,263,851,33,0,33
1319,263,851,33,0,33
1320,263,851,33,0,33
1321,264,851,33,0,33
1322,264,851,33,0,33
1323,264,851,33,0,33
1324,264,851,33,0,33
1325,264,851,33,0,33
1326,265,851,33,0,33
1327,265,851,33,0,33
1328,265,851,33,0,33
1329,265,851,33,0,33
1330,265,851,33,0,33
1331,266,851,33,0,33
1332,266,851,33,0,33
1333,266,851,33,0,33
1334,266,851,33,0,33
1335,266,856,33,0,33
1336,267,856,33,0,33
1337,267,856,33,0,33
1338,267,856,33,0,33
1339,267,856,33,0,33
1340,267,856,33,0,33
1341,268,856,33,0,33
1342,268,856,33,0,33
1343,268,856,33,0,33
1344,268,856,33,0,33
1345,268,856,33,0,33
1346,269,856,33,0,33
1347,269,856,33,0,33
1348,269,861,33,0,33
1349,269,866,33,0,33
1350,269,866,33,0,33
1351,270,871,33,0,33
1352,270,876,33,0,33
1353,270,876,33,0,33
1354,270,876,33,0,33
1355,270,876,33,0,33
1356,271,876,33,0,33
1357,271,876,33,0,33
1358,271,876,33,0,33
1359,271,876,33,0,33
1360,271,876,33,0,33
1361,272,876,33,0,33
1362,272,876,33,0,33
1363,272,876,33,0,33
1364,272,876,33,0,33
1365,272,876,33,0,33
1366,273,876,33,0,33
1367,273,876,33,0,33
1368,273,876,33,0,33
1369,273,876,33,0,33
1370,273,876,33,0,33
1371,274,876,33,0,33
1372,274,876,33,0,33
1373,274,876,33,0,33
1374,274,876,33,0,33
1375,274,876,33,0,33
1376,275,876,33,0,33
1377,275,876,33,0,33
1378,275,876,33,0,33
1379,275,876,33,0,33
1380,275,876,33,0,33
1381,276,881,33,0,33
1382,276,881,33,0,33
1383,276,886,33,0,33
1384,276,891,33,0,33
1385,276,891,33,0,33
1386,277,891,33,0,33
1387,277,891,33,0,33
1388,277,891,33,0,33
1389,277,891,33,0,33
1390,277,891,33,0,33
1391,278,891,33,0,33
1392,278,891,33,0,33
1393,278,891,33,0,33
1394,278,891,33,0,33
1395,278,891,33,0,33
1396,279,891,33,0,33
1397,279,891,33,0,33
1398,279,896,33,0,33
1399,279,896,33,0,33
1400,279,896,33,0,33
1401,280,896,33,0,33
1402,280,896,33,0,33
1403,280,896,33,0,33
1404,280,896,33,0,33
1405,280,896,33,0,33
1406,281,896,33,0,33
1407,281,896,33,0,33
1408,281,896,33,0,33
1409,281,896,33,0,33
1410,281,896,33,0,33
1411,282,896,33,0,33
1412,282,896,33,0,33
1413,282,896,33,0,33
1414,282,896,33,0,33
1415,282,896,33,0,33
1416,283,896,33,0,33
1417,283,901,33,0,33
1418,283,901,33,0,33
1419,283,901,33,0,33
1420,283,901,33,0,33
1421,284,901,33,0,33
1422,284,901,33,0,33
1423,284,901,33,0,33
1424,284,901,33,0,33
1425,284,901,33,0,33
1426,285,901,33,0,33
1427,285,901,33,0,33
1428,285,901,33,0,33
1429,285,901,33,0,33
1430,285,901,33,0,33
1431,286,901,33,0,33
1432,286,901,33,0,33
1433,286,901,33,0,33
1434,286,901,33,0,33
1435,286,901,33,0,33
1436,287,901,33,0,33
1437,287,901,33,0,33
1438,287,901,33,0,33
1439,287,901,33,0,33
1440,287,901,33,0,33
1441,288,901,33,0,33
1442,288,901,33,0,33
1443,288,901,33,0,33
1444,288,901,33,0,33
1445,288,901,33,0,33
1446,289,901,33,0,33
1447,289,901,33,0,33
1448,289,901,33,0,33
1449,289,901,33,0,33
1450,289,901,33,0,33
1451,290,901,33,0,33
1452,290,901,33,0,33
1453,290,906,33,0,33
1454,290,906,33,0,33
1455,290,906,33,0,33
1456,291,906,33,0,33
1457,291,906,33,0,33
1458,291,906,33,0,33
1459,291,906,33,0,33
1460,291,911,33,0,33
1461,292,911,33,0,33
1462,292,911,33,0,33
1463,292,911,33,0,33
1464,292,911,33,0,33
1465,292,911,33,0,33
1466,293,911,33,0,33
1467,293,911,33,0,33
1468,293,911,33,0,33
1469,293,911,33,0,33
1470,293,911,33,0,33
1471,294,911,33,0,33
1472,294,911,33,0,33
1473,294,911,33,0,33
1474,294,911,33,0,33
1475,294,911,33,0,33
1476,295,911,33,0,33
1477,295,911,33,0,33
1478,295,911,33,0,33
1479,295,911,33,0,33
1480,295,911,33,0,33
1481,296,911,33,0,33
1482,296,911,33,0,33
1483,296,911,33,0,33
1484,296,911,33,0,33
1485,296,911,33,0,33
1486,297,911,33,0,33
1487,297,911,33,0,33
1488,297,911,33,0,33
1489,297,911,33,0,33
1490,297,911,33,0,33
1491,298,911,33,0,33
1492,298,911,33,0,33
1493,298,911,33,0,33
1494,298,911,33,0,33
1495,298,911,33,0,33
1496,299,911,33,0,33
1497,299,911,33,0,33
1498,299,911,33,0,33
1499,299,911,33,0,33
1500,299,911,33,0,33
1501,300,911,33,0,33
1502,300,916,33,0,33
1503,300,916,33,0,33
1504,300,916,33,0,33
1505,300,916,33,0,33
1506,301,916,33,0,33
1507,301,916,33,0,33
1508,301,916,33,0,33
1509,301,916,33,0,33
1510,301,916,33,0,33
1511,302,916,33,0,33
1512,302,921,33,0,33
1513,302,921,33,0,33
1514,302,921,33,0,33
1515,302,921,33,0,33
1516,303,921,33,0,33
1517,303,921,33,0,33
1518,303,921,33,0,33
1519,303,921,33,0,33
1520,303,921,33,0,33
1521,304,921,33,0,33
1522,304,921,33,0,33
1523,304,921,33,0,33
1524,304,921,33,0,33
1525,304,921,33,0,33
1526,305,921,33,0,33
1527,305,921,33,0,33
1528,305,921,33,0,33
1529,305,921,33,0,33
1530,305,921,33,0,33
1531,306,921,33,0,33
1532,306,921,33,0,33
1533,306,921,33,0,33
1534,306,921,33,0,33
1535,306,921,33,0,33
1536,307,921,33,0,33
1537,307,921,33,0,33
1538,307,921,33,0,33
1539,307,921,33,0,33
1540,307,921,33,0,33
1541,308,921,33,0,33
1542,308,921,33,0,33
1543,308,921,33,0,33
1544,308,921,33,0,33
1545,308,921,33,0,33
1546,309,921,33,0,33
1547,309,921,33,0,33
1548,309,921,33,0,33
1549,309,926,33,0,33
1550,309,926,33,0,33
1551,310,926,33,0,33
1552,310,926,33,0,33
1553,310,926,33,0,33
1554,310,926,33,0,33
1555,310,926,33,0,33
1556,311,926,33,0,33
1557,311,926,33,0,33
1558,311,926,33,0,33
1559,311,926,33,0,33
1560,311,926,33,0,33
1561,312,926,33,0,33
1562,312,926,33,0,33
1563,312,926,33,0,33
1564,312,931,33,0,33
1565,312,931,33,0,33
1566,313,931,33,0,33
1567,313,931,33,0,33
1568,313,931,33,0,33
1569,313,931,33,0,33
1570,313,931,33,0,33
1571,314,931,33,0,33
1572,314,931,33,0,33
1573,314,931,33,0,33
1574,314,931,33,0,33
1575,314,931,33,0,33
1576,315,931,33,0,33
1577,315,931,33,0,33
1578,315,931,33,0,33
1579,315,931,33,0,33
1580,315,931,33,0,33
1581,316,931,33,0,33
1582,316,931,33,0,33
1583,316,931,33,0,33
1584,316,931,33,0,33
1585,316,931,33,0,33
1586,317,931,33,0,33
1587,317,931,33,0,33
1588,317,931,33,0,33
1589,317,931,33,0,33
1590,317,931,33,0,33
1591,318,931,33,0,33
1592,318,931,33,0,33
1593,318,931,33,0,33
1594,318,931,33,0,33
1595,318,931,33,0,33
1596,319,931,33,0,33
1597,319,931,33,0,33
1598,319,931,33,0,33
1599,319,936,33,0,33
1600,319,936,33,0,33
1601,320,936,33,0,33
1602,320,936,33,0,33
1603,320,936,33,0,33
1604,320,936,33,0,33
1605,320,936,33,0,33
1606,321,936,33,0,33
1607,321,936,33,0,33
1608,321,936,33,0,33
1609,321,936,33,0,33
1610,321,936,33,0,33
1611,322,936,33,0,33
1612,322,936,33,0,33
1613,322,951,33,0,33
1614,322,951,33,0,33
1615,322,951,33,0,33
1616,323,951,33,0,33
1617,323,951,33,0,33
1618,323,956,33,0,33
1619,323,956,33,0,33
1620,323,956,33,0,33
1621,324,956,33,0,33
1622,324,956,33,0,33
1623,324,956,33,0,33
1624,324,956,33,0,33
1625,324,956,33,0,33
1626,325,956,33,0,33
1627,325,956,33,0,33
1628,325,956,33,0,33
1629,325,956,33,0,33
1630,325,956,33,0,33
1631,326,956,33,0,33
1632,326,956,33,0,33
1633,326,956,33,0,33
1634,326,956,33,0,33
1635,326,956,33,0,33
1636,327,956,33,0,33
1637,327,956,33,0,33
1638,327,956,33,0,33
1639,327,956,33,0,33
1640,327,956,33,0,33
1641,328,956,33,0,33
1642,328,956,33,0,33
1643,328,956,33,0,33
1644,328,956,33,0,33
1645,328,961,33,0,33
1646,329,966,33,0,33
1647,329,966,33,0,33
1648,329,966,33,0,33
1649,329,966,33,0,33
1650,329,971,33,0,33
1651,330,971,33,0,33
1652,330,971,33,0,33
1653,330,971,33,0,33
1654,330,971,33,0,33
1655,330,971,33,0,33
1656,331,971,33,0,33
1657,331,971,33,0,33
1658,331,971,33,0,33
1659,331,971,33,0,33
1660,331,976,33,0,33
1661,332,976,33,0,33
1662,332,976,33,0,33
1663,332,976,33,0,33
1664,332,976,33,0,33
1665,332,976,33,0,33
1666,333,976,33,0,33
1667,333,976,33,0,33
1668,333,976,33,0,33
1669,333,976,33,0,33
1670,333,976,33,0,33
1671,334,976,33,0,33
1672,334,976,33,0,33
1673,334,976,33,0,33
1674,334,976,33,0,33
1675,334,976,33,0,33
1676,335,976,33,0,33
1677,335,976,33,0,33
1678,335,976,33,0,33
1679,335,976,33,0,33
1680,335,976,33,0,33
1681,336,981,33,0,33
1682,336,981,33,0,33
1683,336,981,33,0,33
1684,336,981,33,0,33
1685,336,981,33,0,33
1686,337,981,33,0,33
1687,337,981,33,0,33
1688,337,981,33,0,33
1689,337,981,33,0,33
1690,337,981,33,0,33
1691,338,981,33,0,33
1692,338,981,33,0,33
1693,338,981,33,0,33
1694,338,981,33,0,33
1695,338,981,33,0,33
1696,339,981,33,0,33
1697,339,981,33,0,33
1698,339,981,33,0,33
1699,339,981,33,0,33
1700,339,981,33,0,33
1701,340,981,33,0,33
1702,340,981,33,0,33
1703,340,981,33,0,33
1704,340,981,33,0,33
1705,340,981,33,0,33
1706,341,981,33,0,33
1707,341,981,33,0,33
1708,341,981,33,0,33
1709,341,981,33,0,33
1710,341,981,33,0,33
1711,342,981,33,0,33
1712,342,981,33,0,33
1713,342,981,33,0,33
1714,342,981,33,0,33
1715,342,981,33,0,33
1716,343,981,33,0,33
1717,343,981,33,0,33
1718,343,986,33,0,33
1719,343,986,33,0,33
1720,343,986,33,0,33
1721,344,986,33,0,33
1722,344,991,33,0,33
1723,344,991,33,0,33
1724,344,991,33,0,33
1725,344,991,33,0,33
1726,345,991,33,0,33
1727,345,991,33,0,33
1728,345,991,33,0,33
1729,345,991,33,0,33
1730,345,991,33,0,33
1731,346,991,33,0,33
1732,346,991,33,0,33
1733,346,991,33,0,33
1734,346,991,33,0,33
1735,346,991,33,0,33
1736,347,991,33,0,33
1737,347,991,33,0,33
1738,347,991,33,0,33
1739,347,991,33,0,33
1740,347,991,33,0,33
1741,348,991,33,0,33
1742,348,991,33,0,33
1743,348,991,33,0,33
1744,348,991,33,0,33
1745,348,991,33,0,33
1746,349,991,33,0,33
1747,349,991,33,0,33
1748,349,991,33,0,33
1749,349,991,33,0,33
1750,349,991,33,0,33
1751,350,991,33,0,33
1752,350,991,33,0,33
1753,350,991,33,0,33
1754,350,991,33,0,33
1755,350,991,33,0,33
1756,351,991,33,0,33
1757,351,991,33,0,33
1758,351,991,33,0,33
1759,351,991,33,0,33
1760,351,991,33,0,33
1761,352,991,33,0,33
1762,352,991,33,0,33
1763,352,991,33,0,33
1764,352,991,33,0,33
1765,352,991,33,0,33
1766,353,991,33,0,33
1767,353,991,33,0,33
1768,353,996,33,0,33
1769,353,996,33,0,33
1770,353,996,33,0,33
1771,354,996,33,0,33
1772,354,996,33,0,33
1773,354,996,33,0,33
1774,354,996,33,0,33
1775,354,996,33,0,33
1776,355,1001,33,0,33
1777,355,1001,33,0,33
1778,355,1001,33,0,33
1779,355,1001,33,0,33
1780,355,1001,33,0,33
1781,356,1001,33,0,33
1782,356,1001,33,0,33
1783,356,1001,33,0,33
1784,356,1001,33,0,33
1785,356,1001,33,0,33
1786,357,1001,33,0,33
1787,357,1001,33,0,33
1788,357,1001,33,0,33
1789,357,1001,33,0,33
1790,357,1001,33,0,33
1791,358,1001,33,0,33
1792,358,1001,33,0,33
1793,358,1001,33,0,33
1794,358,1001,33,0,33
1795,358,1001,33,0,33
1796,359,1001,33,0,33
1797,359,1001,33,0,33
1798,359,1001,33,0,33
1799,359,1001,33,0,33
1800,359,1001,33,0,33
1801,360,1001,33,0,33
1802,360,1001,33,0,33
1803,360,1001,33,0,33
1804,360,1001,33,0,33
1805,360,1001,33,0,33
1806,361,1001,33,0,33
1807,361,1001,33,0,33
1808,361,1001,33,0,33
1809,361,1001,33,0,33
1810,361,1001,33,0,33
1811,362,1001,33,0,33
1812,362,1001,33,0,33
1813,362,1006,33,0,33
1814,362,1006,33,0,33
1815,362,1006,33,0,33
1816,363,1006,33,0,33
1817,363,1006,33,0,33
1818,363,1006,33,0,33
1819,363,1006,33,0,33
1820,363,1006,33,0,33
1821,364,1006,33,0,33
1822,364,1006,33,0,33
1823,364,1006,33,0,33
1824,364,1006,33,0,33
1825,364,1006,33,0,33
1826,365,1011,33,0,33
1827,365,1011,33,0,33
1828,365,1011,33,0,33
1829,365,1011,33,0,33
1830,365,1011,33,0,33
1831,366,1011,33,0,33
1832,366,1011,33,0,33
1833,366,1011,33,0,33
1834,366,1011,33,0,33
1835,366,1011,33,0,33
1836,367,1011,33,0,33
1837,367,1011,33,0,33
1838,367,1011,33,0,33
1839,367,1011,33,0,33
1840,367,1011,33,0,33
1841,368,1011,33,0,33
1842,368,1011,33,0,33
1843,368,1011,33,0,33
1844,368,1011,33,0,33
1845,368,1011,33,0,33
1846,369,1011,33,0,33
1847,369,1011,33,0,33
1848,369,1011,33,0,33
1849,369,1011,33,0,33
1850,369,1011,33,0,33
1851,370,1011,33,0,33
1852,370,1011,33,0,33
1853,370,1011,33,0,33
1854,370,1011,33,0,33
1855,370,1011,33,0,33
1856,371,1011,33,0,33
1857,371,1011,33,0,33
1858,371,1011,33,0,33
1859,371,1011,33,0,33
1860,371,1011,33,0,33
1861,372,1011,33,0,33
1862,372,1011,33,0,33
1863,372,1016,33,0,33
1864,372,1016,33,0,33
1865,372,1016,33,0,33
1866,373,1016,33,0,33
1867,373,1016,33,0,33
1868,373,1016,33,0,33
1869,373,1016,33,0,33
1870,373,1016,33,0,33
1871,374,1016,33,0,33
1872,374,1016,33,0,33
1873,374,1016,33,0,33
1874,374,1016,33,0,33
1875,374,1016,33,0,33
1876,375,1026,33,0,33
1877,375,1026,33,0,33
1878,375,1031,33,0,33
1879,375,1031,33,0,33
1880,375,1031,33,0,33
1881,376,1031,33,0,33
1882,376,1036,33,0,33
1883,376,1036,33,0,33
1884,376,1036,33,0,33
1885,376,1036,33,0,33
1886,377,1036,33,0,33
1887,377,1036,33,0,33
1888,377,1036,33,0,33
1889,377,1036,33,0,33
1890,377,1036,33,0,33
1891,378,1036,33,0,33
1892,378,1036,33,0,33
1893,378,1036,33,0,33
1894,378,1036,33,0,33
1895,378,1036,33,0,33
1896,379,1036,33,0,33
1897,379,1036,33,0,33
1898,379,1036,33,0,33
1899,379,1036,33,0,33
1900,379,1036,33,0,33
1901,380,1036,33,0,33
1902,380,1036,33,0,33
1903,380,1036,33,0,33
1904,380,1036,33,0,33
1905,380,1036,33,0,33
1906,381,1036,33,0,33
1907,381,1036,33,0,33
1908,381,1036,33,0,33
1909,381,1036,33,0,33
1910,381,1041,33,0,33
1911,382,1046,33,0,33
1912,382,1046,33,0,33
1913,382,1046,33,0,33
1914,382,1046,33,0,33
1915,382,1046,33,0,33
1916,383,1046,33,0,33
1917,383,1046,33,0,33
1918,383,1051,33,0,33
1919,383,1051,33,0,33
1920,383,1051,33,0,33
1921,384,1051,33,0,33
1922,384,1051,33,0,33
1923,384,1051,33,0,33
1924,384,1056,33,0,33
1925,384,1056,33,0,33
1926,385,1056,33,0,33
1927,385,1056,33,0,33
1928,385,1056,33,0,33
1929,385,1056,33,0,33
1930,385,1056,33,0,33
1931,386,1056,33,0,33
1932,386,1056,33,0,33
1933,386,1056,33,0,33
1934,386,1056,33,0,33
1935,386,1056,33,0,33
1936,387,1056,33,0,33
1937,387,1056,33,0,33
1938,387,1056,33,0,33
1939,387,1056,33,0,33
1940,387,1056,33,0,33
1941,388,1056,33,0,33
1942,388,1056,33,0,33
1943,388,1056,33,0,33
1944,388,1056,33,0,33
1945,388,1056,33,0,33
1946,389,1056,33,0,33
1947,389,1061,33,0,33
1948,389,1061,33,0,33
1949,389,1061,33,0,33
1950,389,1061,33,0,33
1951,390,1061,33,0,33
1952,390,1061,33,0,33
1953,390,1061,33,0,33
1954,390,1061,33,0,33
1955,390,1061,33,0,33
1956,391,1061,33,0,33
1957,391,1061,33,0,33
1958,391,1061,33,0,33
1959,391,1061,33,0,33
1960,391,1061,33,0,33
1961,392,1061,33,0,33
1962,392,1061,33,0,33
1963,392,1061,33,0,33
1964,392,1061,33,0,33
1965,392,1061,33,0,33
1966,393,1061,33,0,33
1967,393,1061,33,0,33
1968,393,1061,33,0,33
1969,393,1061,33,0,33
1970,393,1061,33,0,33
1971,394,1061,33,0,33
1972,394,1061,33,0,33
1973,394,1061,33,0,33
1974,394,1061,33,0,33
1975,394,1061,33,0,33
1976,395,1061,33,0,33
1977,395,1061,33,0,33
1978,395,1061,33,0,33
1979,395,1061,33,0,33
1980,395,1061,33,0,33
1981,396,1061,33,0,33
1982,396,1061,33,0,33
1983,396,1061,33,0,33
1984,396,1066,33,0,33
1985,396,1066,33,0,33
1986,397,1071,33,0,33
1987,397,1071,33,0,33
1988,397,1071,33,0,33
1989,397,1071,33,0,33
1990,397,1071,33,0,33
1991,398,1071,33,0,33
1992,398,1071,33,0,33
1993,398,1071,33,0,33
1994,398,1071,33,0,33
1995,398,1071,33,0,33
1996,399,1071,33,0,33
1997,399,1071,33,0,33
1998,399,1071,33,0,33
1999,399,1071,33,0,33
2000,399,1071,33,0,33
2001,400,1071,33,0,33
2002,400,1071,33,0,33
2003,400,1071,33,0,33
2004,400,1071,33,0,33
2005,400,1071,33,0,33
2006,401,1071,33,0,33
2007,401,1071,33,0,33
2008,401,1071,33,0,33
2009,401,1071,33,0,33
2010,401,1071,33,0,33
2011,402,1071,33,0,33
2012,402,1071,33,0,33
2013,402,1071,33,0,33
2014,402,1071,33,0,33
2015,402,1071,33,0,33
2016,403,1071,33,0,33
2017,403,1071,33,0,33
2018,403,1071,33,0,33
2019,403,1071,33,0,33
2020,403,1071,33,0,33
2021,404,1071,33,0,33
2022,404,1071,33,0,33
2023,404,1071,33,0,33
2024,404,1071,33,0,33
2025,404,1071,33,0,33
2026,405,1071,33,0,33
2027,405,1071,33,0,33
2028,405,1071,33,0,33
2029,405,1071,33,0,33
2030,405,1071,33,0,33
2031,406,1076,33,0,33
2032,406,1076,33,0,33
2033,406,1076,33,0,33
2034,406,1076,33,0,33
2035,406,1076,33,0,33
2036,407,1076,33,0,33
2037,407,1076,33,0,33
2038,407,1076,33,0,33
2039,407,1076,33,0,33
2040,407,1076,33,0,33
2041,408,1081,33,0,33
2042,408,1081,33,0,33
2043,408,1081,33,0,33
2044,408,1081,33,0,33
2045,408,1081,33,0,33
2046,409,1081,33,0,33
2047,409,1081,33,0,33
2048,409,1081,33,0,33
2049,409,1081,33,0,33
2050,409,1081,33,0,33
2051,410,1081,33,0,33
2052,410,1081,33,0,33
2053,410,1081,33,0,33
2054,410,1081,33,0,33
2055,410,1081,33,0,33
2056,411,1081,33,0,33
2057,411,1081,33,0,33
2058,411,1081,33,0,33
2059,411,1081,33,0,33
2060,411,1081,33,0,33
2061,412,1081,33,0,33
2062,412,1081,33,0,33
2063,412,1081,33,0,33
2064,412,1081,33,0,33
2065,412,1081,33,0,33
2066,413,1081,33,0,33
2067,413,1081,33,0,33
2068,413,1081,33,0,33
2069,413,1081,33,0,33
2070,413,1081,33,0,33
2071,414,1081,33,0,33
2072,414,1081,33,0,33
2073,414,1081,33,0,33
2074,414,1081,33,0,33
2075,414,1081,33,0,33
2076,415,1086,33,0,33
2077,415,1086,33,0,33
2078,415,1086,33,0,33
2079,415,1086,33,0,33
2080,415,1086,33,0,33
2081,416,1086,33,0,33
2082,416,1086,33,0,33
2083,416,1086,33,0,33
2084,416,1086,33,0,33
2085,416,1086,33,0,33
2086,417,1086,33,0,33
2087,417,1086,33,0,33
2088,417,1091,33,0,33
2089,417,1091,33,0,33
2090,417,1091,33,0,33
2091,418,1091,33,0,33
2092,418,1091,33,0,33
2093,418,1091,33,0,33
2094,418,1091,33,0,33
2095,418,1091,33,0,33
2096,419,1091,33,0,33
2097,419,1091,33,0,33
2098,419,1091,33,0,33
2099,419,1091,33,0,33
2100,419,1091,33,0,33
2101,420,1091,33,0,33
2102,420,1091,33,0,33
2103,420,1091,33,0,33
2104,420,1091,33,0,33
2105,420,1091,33,0,33
2106,421,1091,33,0,33
2107,421,1091,33,0,33
2108,421,1091,33,0,33
2109,421,1091,33,0,33
2110,421,1091,33,0,33
2111,422,1091,33,0,33
2112,422,1091,33,0,33
2113,422,1091,33,0,33
2114,422,1091,33,0,33
2115,422,1091,33,0,33
2116,423,1091,33,0,33
2117,423,1091,33,0,33
2118,423,1091,33,0,33
2119,423,1091,33,0,33
2120,423,1091,33,0,33
2121,424,1091,33,0,33
2122,424,1091,33,0,33
2123,424,1091,33,0,33
2124,424,1091,33,0,33
2125,424,1091,33,0,33
2126,425,1091,33,0,33
2127,425,1091,33,0,33
2128,425,1091,33,0,33
2129,425,1091,33,0,33
2130,425,1096,33,0,33
2131,426,1096,33,0,33
2132,426,1096,33,0,33
2133,426,1096,33,0,33
2134,426,1096,33,0,33
2135,426,1096,33,0,33
2136,427,1096,33,0,33
2137,427,1096,33,0,33
2138,427,1096,33,0,33
2139,427,1101,33,0,33
2140,427,1101,33,0,33
2141,428,1101,33,0,33
2142,428,1101,33,0,33
2143,428,1111,33,0,33
2144,428,1116,33,0,33
2145,428,1116,33,0,33
2146,429,1116,33,0,33
2147,429,1116,33,0,33
2148,429,1116,33,0,33
2149,429,1116,33,0,33
2150,429,1116,33,0,33
2151,430,1116,33,0,33
2152,430,1116,33,0,33
2153,430,1116,33,0,33
2154,430,1116,33,0,33
2155,430,1116,33,0,33
2156,431,1116,33,0,33
2157,431,1116,33,0,33
2158,431,1116,33,0,33
2159,431,1116,33,0,33
2160,431,1116,33,0,33
2161,432,1116,33,0,33
2162,432,1116,33,0,33
2163,432,1116,33,0,33
2164,432,1116,33,0,33
2165,432,1116,33,0,33
2166,433,1116,33,0,33
2167,433,1116,33,0,33
2168,433,1116,33,0,33
2169,433,1116,33,0,33
2170,433,1116,33,0,33
