Time(s),ChunksFromAp,ChunksFromDevices,GoodActive,BadActive,Active
2171,434,1116,33,0,33
2172,434,1121,33,0,33
2173,434,1121,33,0,33
2174,434,1126,33,0,33
2175,434,1126,33,0,33
2176,435,1126,33,0,33
2177,435,1126,33,0,33
2178,435,1126,33,0,33
2179,435,1126,33,0,33
2180,435,1126,33,0,33
2181,436,1126,33,0,33
2182,436,1126,33,0,33
2183,436,1131,33,0,33
2184,436,1131,33,0,33
2185,436,1131,33,0,33
2186,437,1131,33,0,33
2187,437,1131,33,0,33
2188,437,1131,33,0,33
2189,437,1136,33,0,33
2190,437,1136,33,0,33
2191,438,1136,33,0,33
2192,438,1136,33,0,33
2193,438,1136,33,0,33
2194,438,1136,33,0,33
2195,438,1136,33,0,33
2196,439,1136,33,0,33
2197,439,1136,33,0,33
2198,439,1136,33,0,33
2199,439,1136,33,0,33
2200,439,1136,33,0,33
2201,440,1136,33,0,33
2202,440,1136,33,0,33
2203,440,1136,33,0,33
2204,440,1136,33,0,33
2205,440,1136,33,0,33
2206,441,1136,33,0,33
2207,441,1136,33,0,33
2208,441,1136,33,0,33
2209,441,1136,33,0,33
2210,441,1136,33,0,33
2211,442,1136,33,0,33
2212,442,1141,33,0,33
2213,442,1141,33,0,33
2214,442,1141,33,0,33
2215,442,1141,33,0,33
2216,443,1141,33,0,33
2217,443,1141,33,0,33
2218,443,1141,33,0,33
2219,443,1141,33,0,33
2220,443,1141,33,0,33
2221,444,1141,33,0,33
2222,444,1141,33,0,33
2223,444,1141,33,0,33
2224,444,1141,33,0,33
2225,444,1141,33,0,33
2226,445,1141,33,0,33
2227,445,1141,33,0,33
2228,445,1141,33,0,33
2229,445,1141,33,0,33
2230,445,1141,33,0,33
2231,446,1141,33,0,33
2232,446,1141,33,0,33
2233,446,1141,33,0,33
2234,446,1141,33,0,33
2235,446,1141,33,0,33
2236,447,1141,33,0,33
2237,447,1141,33,0,33
2238,447,1141,33,0,33
2239,447,1141,33,0,33
2240,447,1141,33,0,33
2241,448,1141,33,0,33
2242,448,1141,33,0,33
2243,448,1141,33,0,33
2244,448,1141,33,0,33
2245,448,1141,33,0,33
2246,449,1141,33,0,33
2247,449,1141,33,0,33
2248,449,1141,33,0,33
2249,449,1146,33,0,33
2250,449,1146,33,0,33
2251,450,1151,33,0,33
2252,450,1151,33,0,33
2253,450,1151,33,0,33
2254,450,1151,33,0,33
2255,450,1151,33,0,33
2256,451,1151,33,0,33
2257,451,1151,33,0,33
2258,451,1151,33,0,33
2259,451,1151,33,0,33
2260,451,1151,33,0,33
2261,452,1151,33,0,33
2262,452,1151,33,0,33
2263,452,1151,33,0,33
2264,452,1151,33,0,33
2265,452,1151,33,0,33
2266,453,1151,33,0,33
2267,453,1151,33,0,33
2268,453,1151,33,0,33
2269,453,1151,33,0,33
2270,453,1151,33,0,33
2271,454,1151,33,0,33
2272,454,1151,33,0,33
2273,454,1151,33,0,33
2274,454,1151,33,0,33
2275,454,1151,33,0,33
2276,455,1151,33,0,33
2277,455,1151,33,0,33
2278,455,1151,33,0,33
2279,455,1151,33,0,33
2280,455,1151,33,0,33
2281,456,1151,33,0,33
2282,456,1151,33,0,33
2283,456,1151,33,0,33
2284,456,1151,33,0,33
2285,456,1151,33,0,33
2286,457,1151,33,0,33
2287,457,1151,33,0,33
2288,457,1151,33,0,33
2289,457,1151,33,0,33
2290,457,1151,33,0,33
2291,458,1151,33,0,33
2292,458,1151,33,0,33
2293,458,1151,33,0,33
2294,458,1151,33,0,33
2295,458,1156,33,0,33
2296,459,1156,33,0,33
2297,459,1156,33,0,33
2298,459,1156,33,0,33
2299,459,1156,33,0,33
2300,459,1156,33,0,33
2301,460,1156,33,0,33
2302,460,1156,33,0,33
2303,460,1156,33,0,33
2304,460,1156,33,0,33
2305,460,1156,33,0,33
2306,461,1161,33,0,33
2307,461,1161,33,0,33
2308,461,1161,33,0,33
2309,461,1161,33,0,33
2310,461,1161,33,0,33
2311,462,1161,33,0,33
2312,462,1161,33,0,33
2313,462,1161,33,0,33
2314,462,1161,33,0,33
2315,462,1161,33,0,33
2316,463,1161,33,0,33
2317,463,1161,33,0,33
2318,463,1161,33,0,33
2319,463,1161,33,0,33
2320,463,1161,33,0,33
2321,464,1161,33,0,33
2322,464,1161,33,0,33
2323,464,1161,33,0,33
2324,464,1161,33,0,33
2325,464,1161,33,0,33
2326,465,1161,33,0,33
2327,465,1161,33,0,33
2328,465,1161,33,0,33
2329,465,1161,33,0,33
2330,465,1161,33,0,33
2331,466,1161,33,0,33
2332,466,1161,33,0,33
2333,466,1161,33,0,33
2334,466,1161,33,0,33
2335,466,1161,33,0,33
2336,467,1161,33,0,33
2337,467,1161,33,0,33
2338,467,1161,33,0,33
2339,467,1161,33,0,33
2340,467,1166,33,0,33
2341,468,1166,33,0,33
2342,468,1166,33,0,33
2343,468,1166,33,0,33
2344,468,1166,33,0,33
2345,468,1166,33,0,33
2346,469,1166,33,0,33
2347,469,1166,33,0,33
2348,469,1166,33,0,33
2349,469,1166,33,0,33
2350,469,1166,33,0,33
2351,470,1166,33,0,33
2352,470,1166,33,0,33
2353,470,1171,33,0,33
2354,470,1171,33,0,33
2355,470,1171,33,0,33
2356,471,1171,33,0,33
2357,471,1171,33,0,33
2358,471,1171,33,0,33
2359,471,1171,33,0,33
2360,471,1171,33,0,33
2361,472,1171,33,0,33
2362,472,1171,33,0,33
2363,472,1171,33,0,33
2364,472,1171,33,0,33
2365,472,1171,33,0,33
2366,473,1171,33,0,33
2367,473,1171,33,0,33
2368,473,1171,33,0,33
2369,473,1171,33,0,33
2370,473,1171,33,0,33
2371,474,1171,33,0,33
2372,474,1171,33,0,33
2373,474,1171,33,0,33
2374,474,1171,33,0,33
2375,474,1171,33,0,33
2376,475,1171,33,0,33
2377,475,1171,33,0,33
2378,475,1171,33,0,33
2379,475,1171,33,0,33
2380,475,1171,33,0,33
2381,476,1171,33,0,33
2382,476,1171,33,0,33
2383,476,1171,33,0,33
2384,476,1171,33,0,33
2385,476,1171,33,0,33
2386,477,1171,33,0,33
2387,477,1171,33,0,33
2388,477,1171,33,0,33
2389,477,1171,33,0,33
2390,477,1171,33,0,33
2391,478,1171,33,0,33
2392,478,1171,33,0,33
2393,478,1176,33,0,33
2394,478,1176,33,0,33
2395,478,1176,33,0,33
2396,479,1176,33,0,33
2397,479,1176,33,0,33
2398,479,1176,33,0,33
2399,479,1176,33,0,33
2400,479,1176,33,0,33
2401,480,1181,34,-1,33
2402,480,1181,34,-1,33
2403,480,1181,34,-1,33
2404,480,1181,34,-1,33
2405,480,1181,34,-1,33
2406,481,1181,34,-1,33
2407,481,1186,34,-1,33
2408,481,1196,36,-3,33
2409,481,1196,36,-3,33
2410,481,1196,36,-3,33
2411,482,1196,36,-3,33
2412,482,1196,36,-3,33
2413,482,1196,36,-3,33
2414,482,1196,36,-3,33
2415,482,1196,36,-3,33
2416,483,1196,36,-3,33
2417,483,1196,36,-3,33
2418,483,1196,36,-3,33
2419,483,1196,36,-3,33
2420,483,1196,36,-3,33
2421,484,1196,36,-3,33
2422,484,1196,36,-3,33
2423,484,1196,36,-3,33
2424,484,1196,36,-3,33
2425,484,1196,36,-3,33
2426,485,1196,36,-3,33
2427,485,1196,36,-3,33
2428,485,1196,36,-3,33
2429,485,1196,36,-3,33
2430,485,1196,36,-3,33
2431,486,1196,36,-3,33
2432,486,1196,36,-3,33
2433,486,1196,36,-3,33
2434,486,1201,37,-4,33
2435,486,1201,37,-4,33
2436,487,1201,37,-4,33
2437,487,1206,38,-5,33
2438,487,1206,38,-5,33
2439,487,1206,38,-5,33
2440,487,1206,38,-5,33
2441,488,1206,38,-5,33
2442,488,1206,38,-5,33
2443,488,1206,38,-5,33
2444,488,1206,38,-5,33
2445,488,1206,38,-5,33
2446,489,1206,38,-5,33
2447,489,1206,38,-5,33
2448,489,1211,39,-6,33
2449,489,1211,39,-6,33
2450,489,1211,39,-6,33
2451,490,1216,40,-7,33
2452,490,1216,40,-7,33
2453,490,1216,40,-7,33
2454,490,1216,40,-7,33
2455,490,1216,40,-7,33
2456,491,1216,40,-7,33
2457,491,1216,40,-7,33
2458,491,1216,40,-7,33
2459,491,1216,40,-7,33
2460,491,1216,40,-7,33
2461,492,1216,40,-7,33
2462,492,1216,40,-7,33
2463,492,1216,40,-7,33
2464,492,1216,40,-7,33
2465,492,1216,40,-7,33
2466,493,1216,40,-7,33
2467,493,1216,40,-7,33
2468,493,1216,40,-7,33
2469,493,1216,40,-7,33
2470,493,1216,40,-7,33
2471,494,1216,40,-7,33
2472,494,1216,40,-7,33
2473,494,1216,40,-7,33
2474,494,1216,40,-7,33
2475,494,1216,40,-7,33
2476,495,1221,41,-8,33
2477,495,1221,41,-8,33
2478,495,1221,41,-8,33
2479,495,1221,41,-8,33
2480,495,1221,41,-8,33
2481,496,1221,41,-8,33
2482,496,1221,41,-8,33
2483,496,1221,41,-8,33
2484,496,1221,41,-8,33
2485,496,1221,41,-8,33
2486,497,1221,41,-8,33
2487,497,1221,41,-8,33
2488,497,1221,41,-8,33
2489,497,1221,41,-8,33
2490,497,1221,41,-8,33
2491,498,1221,41,-8,33
2492,498,1221,41,-8,33
2493,498,1221,41,-8,33
2494,498,1221,41,-8,33
2495,498,1221,41,-8,33
2496,499,1221,41,-8,33
2497,499,1221,41,-8,33
2498,499,1221,41,-8,33
2499,499,1221,41,-8,33
2500,499,1221,41,-8,33
2501,500,1221,41,-8,33
2502,500,1221,41,-8,33
2503,500,1221,41,-8,33
2504,500,1221,41,-8,33
2505,500,1221,41,-8,33
2506,501,1221,41,-8,33
2507,501,1221,41,-8,33
2508,501,1221,41,-8,33
2509,501,1221,41,-8,33
2510,501,1221,41,-8,33
2511,502,1221,41,-8,33
2512,502,1221,41,-8,33
2513,502,1226,42,-9,33
2514,502,1231,43,-10,33
2515,502,1231,43,-10,33
2516,503,1231,43,-10,33
2517,503,1231,43,-10,33
2518,503,1231,43,-10,33
2519,503,1231,43,-10,33
2520,503,1231,43,-10,33
2521,504,1231,43,-10,33
2522,504,1231,43,-10,33
2523,504,1231,43,-10,33
2524,504,1231,43,-10,33
2525,504,1231,43,-10,33
2526,505,1231,43,-10,33
2527,505,1231,43,-10,33
2528,505,1231,43,-10,33
2529,505,1231,43,-10,33
2530,505,1231,43,-10,33
2531,506,1231,43,-10,33
2532,506,1231,43,-10,33
2533,506,1231,43,-10,33
2534,506,1231,43,-10,33
2535,506,1231,43,-10,33
2536,507,1231,43,-10,33
2537,507,1231,43,-10,33
2538,507,1231,43,-10,33
2539,507,1231,43,-10,33
2540,507,1231,43,-10,33
2541,508,1231,43,-10,33
2542,508,1231,43,-10,33
2543,508,1231,43,-10,33
2544,508,1231,43,-10,33
2545,508,1231,43,-10,33
2546,509,1231,43,-10,33
2547,509,1231,43,-10,33
2548,509,1231,43,-10,33
2549,509,1231,43,-10,33
2550,509,1231,43,-10,33
2551,510,1231,43,-10,33
2552,510,1231,43,-10,33
2553,510,1231,43,-10,33
2554,510,1231,43,-10,33
2555,510,1231,43,-10,33
2556,511,1231,43,-10,33
2557,511,1231,43,-10,33
2558,511,1231,43,-10,33
2559,511,1231,43,-10,33
2560,511,1236,44,-11,33
2561,512,1236,44,-11,33
2562,512,1236,44,-11,33
2563,512,1236,44,-11,33
2564,512,1236,44,-11,33
2565,512,1236,44,-11,33
2566,513,1236,44,-11,33
2567,513,1236,44,-11,33
2568,513,1236,44,-11,33
2569,513,1241,45,-12,33
2570,513,1241,45,-12,33
2571,514,1241,45,-12,33
2572,514,1241,45,-12,33
2573,514,1241,45,-12,33
2574,514,1241,45,-12,33
2575,514,1241,45,-12,33
2576,515,1241,45,-12,33
2577,515,1241,45,-12,33
2578,515,1241,45,-12,33
2579,515,1241,45,-12,33
2580,515,1241,45,-12,33
2581,516,1241,45,-12,33
2582,516,1241,45,-12,33
2583,516,1241,45,-12,33
2584,516,1241,45,-12,33
2585,516,1241,45,-12,33
2586,517,1241,45,-12,33
2587,517,1241,45,-12,33
2588,517,1241,45,-12,33
2589,517,1241,45,-12,33
2590,517,1241,45,-12,33
2591,518,1241,45,-12,33
2592,518,1241,45,-12,33
2593,518,1241,45,-12,33
2594,518,1241,45,-12,33
2595,518,1241,45,-12,33
2596,519,1241,45,-12,33
2597,519,1241,45,-12,33
2598,519,1241,45,-12,33
2599,519,1241,45,-12,33
2600,519,1241,45,-12,33
2601,520,1241,45,-12,33
2602,520,1241,45,-12,33
2603,520,1241,45,-12,33
2604,520,1246,46,-13,33
2605,520,1246,46,-13,33
2606,521,1246,46,-13,33
2607,521,1246,46,-13,33
2608,521,1246,46,-13,33
2609,521,1246,46,-13,33
2610,521,1246,46,-13,33
2611,522,1246,46,-13,33
2612,522,1246,46,-13,33
2613,522,1246,46,-13,33
2614,522,1246,46,-13,33
2615,522,1246,46,-13,33
2616,523,1251,47,-14,33
2617,523,1251,47,-14,33
2618,523,1251,47,-14,33
2619,523,1251,47,-14,33
2620,523,1251,47,-14,33
2621,524,1251,47,-14,33
2622,524,1251,47,-14,33
2623,524,1251,47,-14,33
2624,524,1251,47,-14,33
2625,524,1251,47,-14,33
2626,525,1251,47,-14,33
2627,525,1251,47,-14,33
2628,525,1251,47,-14,33
2629,525,1251,47,-14,33
2630,525,1251,47,-14,33
2631,526,1251,47,-14,33
2632,526,1251,47,-14,33
2633,526,1251,47,-14,33
2634,526,1251,47,-14,33
2635,526,1251,47,-14,33
2636,527,1251,47,-14,33
2637,527,1251,47,-14,33
2638,527,1251,47,-14,33
2639,527,1251,47,-14,33
2640,527,1251,47,-14,33
2641,528,1251,47,-14,33
2642,528,1251,47,-14,33
2643,528,1251,47,-14,33
2644,528,1251,47,-14,33
2645,528,1251,47,-14,33
2646,529,1251,47,-14,33
2647,529,1251,47,-14,33
2648,529,1251,47,-14,33
2649,529,1251,47,-14,33
2650,529,1251,47,-14,33
2651,530,1251,47,-14,33
2652,530,1251,47,-14,33
2653,530,1251,47,-14,33
2654,530,1251,47,-14,33
2655,530,1251,47,-14,33
2656,531,1256,48,-15,33
2657,531,1256,48,-15,33
2658,531,1256,48,-15,33
2659,531,1256,48,-15,33
2660,531,1256,48,-15,33
2661,532,1256,48,-15,33
2662,532,1256,48,-15,33
2663,532,1256,48,-15,33
2664,532,1256,48,-15,33
2665,532,1261,48,-15,33
2666,533,1261,48,-15,33
2667,533,1261,48,-15,33
2668,533,1261,48,-15,33
2669,533,1261,48,-15,33
2670,533,1266,49,-16,33
2671,534,1271,49,-16,33
2672,534,1271,49,-16,33
2673,534,1271,49,-16,33
2674,534,1271,49,-16,33
2675,534,1276,49,-16,33
2676,535,1276,49,-16,33
2677,535,1276,49,-16,33
2678,535,1276,49,-16,33
2679,535,1276,49,-16,33
2680,535,1276,49,-16,33
2681,536,1276,49,-16,33
2682,536,1276,49,-16,33
2683,536,1276,49,-16,33
2684,536,1276,49,-16,33
2685,536,1276,49,-16,33
2686,537,1276,49,-16,33
2687,537,1276,49,-16,33
2688,537,1276,49,-16,33
2689,537,1276,49,-16,33
2690,537,1276,49,-16,33
2691,538,1276,49,-16,33
2692,538,1276,49,-16,33
2693,538,1276,49,-16,33
2694,538,1276,49,-16,33
2695,538,1276,49,-16,33
2696,539,1276,49,-16,33
2697,539,1281,49,-16,33
2698,539,1281,49,-16,33
2699,539,1281,49,-16,33
2700,539,1281,49,-16,33
2701,540,1281,49,-16,33
2702,540,1286,49,-16,33
2703,540,1286,49,-16,33
2704,540,1286,49,-16,33
2705,540,1286,49,-16,33
2706,541,1286,49,-16,33
2707,541,1286,49,-16,33
2708,541,1286,49,-16,33
2709,541,1286,49,-16,33
2710,541,1291,49,-16,33
2711,542,1291,49,-16,33
2712,542,1291,49,-16,33
2713,542,1291,49,-16,33
2714,542,1296,49,-16,33
2715,542,1296,49,-16,33
2716,543,1296,49,-16,33
2717,543,1296,49,-16,33
2718,543,1296,49,-16,33
2719,543,1296,49,-16,33
2720,543,1296,49,-16,33
2721,544,1296,49,-16,33
2722,544,1296,49,-16,33
2723,544,1296,49,-16,33
2724,544,1296,49,-16,33
2725,544,1296,49,-16,33
2726,545,1296,49,-16,33
2727,545,1296,49,-16,33
2728,545,1296,49,-16,33
2729,545,1296,49,-16,33
2730,545,1296,49,-16,33
2731,546,1296,49,-16,33
2732,546,1296,49,-16,33
2733,546,1296,49,-16,33
2734,546,1296,49,-16,33
2735,546,1296,49,-16,33
2736,547,1296,49,-16,33
2737,547,1296,49,-16,33
2738,547,1296,49,-16,33
2739,547,1296,49,-16,33
2740,547,1296,49,-16,33
2741,548,1296,49,-16,33
2742,548,1296,49,-16,33
2743,548,1296,49,-16,33
2744,548,1296,49,-16,33
2745,548,1301,49,-16,33
2746,549,1301,49,-16,33
2747,549,1301,49,-16,33
2748,549,1301,49,-16,33
2749,549,1301,49,-16,33
2750,549,1301,49,-16,33
2751,550,1301,49,-16,33
2752,550,1301,49,-16,33
2753,550,1301,49,-16,33
2754,550,1301,49,-16,33
2755,550,1301,49,-16,33
2756,551,1301,49,-16,33
2757,551,1301,49,-16,33
2758,551,1301,49,-16,33
2759,551,1301,49,-16,33
2760,551,1301,49,-16,33
2761,552,1301,49,-16,33
2762,552,1301,49,-16,33
2763,552,1301,49,-16,33
2764,552,1301,49,-16,33
2765,552,1301,49,-16,33
2766,553,1301,49,-16,33
2767,553,1301,49,-16,33
2768,553,1301,49,-16,33
2769,553,1301,49,-16,33
2770,553,1301,49,-16,33
2771,554,1301,49,-16,33
2772,554,1301,49,-16,33
2773,554,1301,49,-16,33
2774,554,1301,49,-16,33
2775,554,1306,49,-16,33
2776,555,1311,47,-16,31
2777,555,1311,47,-16,31
2778,555,1311,47,-16,31
2779,555,1311,47,-16,31
2780,555,1311,47,-16,31
2781,556,1311,47,-16,31
2782,556,1311,47,-16,31
2783,556,1311,47,-16,31
2784,556,1311,47,-16,31
2785,556,1311,47,-16,31
2786,557,1311,47,-16,31
2787,557,1311,47,-16,31
2788,557,1311,47,-16,31
2789,557,1311,47,-16,31
2790,557,1311,47,-16,31
2791,558,1311,47,-16,31
2792,558,1311,47,-16,31
2793,558,1311,47,-16,31
2794,558,1311,47,-16,31
2795,558,1311,47,-16,31
2796,559,1311,47,-16,31
2797,559,1311,47,-16,31
2798,559,1311,47,-16,31
2799,559,1311,47,-16,31
2800,559,1311,47,-16,31
2801,560,1311,47,-16,31
2802,560,1311,47,-16,31
2803,560,1311,47,-16,31
2804,560,1311,47,-16,31
2805,560,1311,47,-16,31
2806,561,1311,47,-16,31
2807,561,1311,47,-16,31
2808,561,1311,47,-16,31
2809,561,1311,47,-16,31
2810,561,1311,47,-16,31
2811,562,1311,47,-16,31
2812,562,1311,47,-16,31
2813,562,1311,47,-16,31
2814,562,1311,47,-16,31
2815,562,1311,47,-16,31
2816,563,1311,47,-16,31
2817,563,1311,47,-16,31
2818,563,1311,47,-16,31
2819,563,1311,47,-16,31
2820,563,1311,47,-16,31
2821,564,1311,46,-16,30
2822,564,1311,46,-16,30
2823,564,1311,46,-16,30
2824,564,1311,46,-16,30
2825,564,1316,45,-16,29
2826,564,1316,45,-16,29
2827,564,1316,45,-16,29
2828,564,1316,45,-16,29
2829,564,1316,45,-16,29
2830,565,1316,45,-16,29
2831,565,1316,45,-16,29
2832,565,1316,45,-16,29
2833,565,1321,43,-16,27
2834,565,1321,43,-16,27
2835,566,1321,43,-16,27
2836,566,1321,43,-16,27
2837,566,1321,43,-16,27
2838,566,1321,43,-16,27
2839,566,1321,43,-16,27
2840,567,1321,43,-16,27
2841,567,1321,43,-16,27
2842,567,1321,43,-16,27
2843,567,1321,43,-16,27
2844,567,1321,43,-16,27
2845,568,1321,43,-16,27
2846,568,1321,43,-16,27
2847,568,1321,43,-16,27
2848,568,1321,43,-16,27
2849,568,1321,43,-16,27
2850,569,1321,42,-16,26
2851,569,1321,42,-16,26
2852,569,1321,42,-16,26
2853,569,1321,42,-16,26
2854,569,1321,42,-16,26
2855,569,1321,42,-16,26
2856,569,1321,42,-16,26
2857,569,1321,42,-16,26
2858,569,1321,42,-16,26
2859,569,1321,42,-16,26
2860,569,1321,42,-16,26
2861,569,1321,42,-16,26
2862,569,1321,42,-16,26
2863,569,1321,42,-16,26
2864,569,1321,42,-16,26
2865,569,1321,42,-16,26
2866,569,1321,42,-16,26
2867,569,1321,42,-16,26
2868,569,1321,42,-16,26
2869,569,1321,42,-16,26
2870,569,1326,41,-16,25
2871,569,1326,41,-16,25
2872,569,1326,41,-16,25
2873,569,1326,41,-16,25
2874,569,1326,41,-16,25
2875,570,1326,41,-16,25
2876,570,1326,41,-16,25
2877,570,1326,41,-16,25
2878,570,1326,41,-16,25
2879,570,1326,41,-16,25
2880,571,1331,39,-16,23
2881,571,1331,39,-16,23
2882,571,1331,39,-16,23
2883,571,1331,39,-16,23
2884,571,1331,39,-16,23
2885,572,1331,39,-16,23
2886,572,1331,39,-16,23
2887,572,1331,39,-16,23
2888,572,1331,39,-16,23
2889,572,1331,39,-16,23
2890,573,1331,39,-16,23
2891,573,1331,39,-16,23
2892,573,1331,39,-16,23
2893,573,1331,39,-16,23
2894,573,1331,39,-16,23
2895,574,1331,38,-16,22
2896,574,1331,38,-16,22
2897,574,1331,38,-16,22
2898,574,1331,38,-16,22
2899,574,1331,38,-16,22
2900,574,1331,38,-16,22
2901,574,1331,38,-16,22
2902,574,1331,38,-16,22
2903,574,1331,38,-16,22
2904,574,1331,38,-16,22
2905,574,1331,38,-16,22
2906,574,1331,38,-16,22
2907,574,1331,38,-16,22
2908,574,1331,38,-16,22
2909,574,1331,38,-16,22
2910,574,1331,38,-16,22
2911,574,1331,38,-16,22
2912,574,1331,38,-16,22
2913,574,1331,38,-16,22
2914,574,1331,38,-16,22
2915,574,1331,38,-16,22
2916,574,1331,38,-16,22
2917,574,1331,38,-16,22
2918,574,1331,38,-16,22
2919,574,1331,38,-16,22
2920,574,1336,37,-16,21
2921,574,1336,37,-16,21
2922,574,1336,37,-16,21
2923,574,1336,37,-16,21
2924,574,1336,37,-16,21
2925,575,1336,37,-16,21
2926,575,1336,37,-16,21
2927,575,1336,37,-16,21
2928,575,1336,37,-16,21
2929,575,1336,37,-16,21
2930,576,1341,37,-16,21
2931,576,1341,37,-16,21
2932,576,1341,37,-16,21
2933,576,1346,35,-16,19
2934,576,1351,35,-16,19
2935,577,1351,35,-16,19
2936,577,1351,35,-16,19
2937,577,1351,35,-16,19
2938,577,1351,35,-16,19
2939,577,1356,35,-16,19
2940,578,1356,35,-16,19
2941,578,1356,35,-16,19
2942,578,1356,35,-16,19
2943,578,1356,35,-16,19
2944,578,1356,35,-16,19
2945,579,1356,34,-16,18
2946,579,1356,34,-16,18
2947,579,1356,34,-16,18
2948,579,1356,34,-16,18
2949,579,1356,34,-16,18
2950,579,1356,34,-16,18
2951,579,1356,34,-16,18
2952,579,1356,34,-16,18
2953,579,1356,34,-16,18
2954,579,1356,34,-16,18
2955,579,1356,34,-16,18
2956,579,1356,34,-16,18
2957,579,1356,34,-16,18
2958,579,1356,34,-16,18
2959,579,1361,33,-16,17
2960,579,1361,33,-16,17
2961,579,1361,33,-16,17
2962,579,1361,33,-16,17
2963,579,1361,33,-16,17
2964,580,1361,33,-16,17
2965,580,1366,33,-16,17
2966,580,1366,33,-16,17
2967,580,1366,33,-16,17
2968,580,1366,33,-16,17
2969,581,1366,33,-16,17
2970,581,1366,33,-16,17
2971,581,1366,33,-16,17
2972,581,1371,33,-16,17
2973,581,1371,33,-16,17
2974,582,1371,33,-16,17
2975,582,1371,33,-16,17
2976,582,1371,33,-16,17
2977,582,1371,33,-16,17
2978,582,1371,33,-16,17
2979,583,1376,31,-16,15
2980,583,1376,31,-16,15
2981,583,1376,31,-16,15
2982,583,1376,31,-16,15
2983,583,1376,31,-16,15
2984,584,1376,30,-16,14
2985,584,1376,30,-16,14
2986,584,1376,30,-16,14
2987,584,1376,30,-16,14
2988,584,1376,30,-16,14
2989,584,1376,30,-16,14
2990,584,1376,30,-16,14
2991,584,1376,30,-16,14
2992,584,1376,30,-16,14
2993,584,1376,30,-16,14
2994,584,1376,30,-16,14
2995,584,1376,30,-16,14
2996,584,1376,30,-16,14
2997,584,1376,30,-16,14
2998,584,1376,30,-16,14
2999,584,1376,30,-16,14
3000,584,1376,30,-16,14
3001,584,1376,30,-16,14
3002,584,1376,30,-16,14
3003,584,1376,30,-16,14
3004,584,1376,30,-16,14
3005,584,1376,30,-16,14
3006,584,1376,30,-16,14
3007,584,1376,30,-16,14
3008,584,1376,30,-16,14
3009,584,1376,30,-16,14
3010,584,1381,29,-16,13
3011,584,1381,29,-16,13
3012,584,1381,29,-16,13
3013,584,1381,29,-16,13
3014,584,1381,29,-16,13
3015,585,1381,29,-16,13
3016,585,1381,29,-16,13
3017,585,1381,29,-16,13
3018,585,1381,29,-16,13
3019,585,1381,29,-16,13
3020,586,1381,29,-16,13
3021,586,1381,29,-16,13
3022,586,1381,29,-16,13
3023,586,1381,29,-16,13
3024,586,1381,29,-16,13
3025,587,1381,29,-16,13
3026,587,1381,29,-16,13
3027,587,1381,29,-16,13
3028,587,1381,29,-16,13
3029,587,1381,29,-16,13
3030,588,1381,29,-16,13
3031,588,1381,29,-16,13
3032,588,1381,29,-16,13
3033,588,1381,29,-16,13
3034,588,1381,29,-16,13
3035,589,1381,28,-16,12
3036,589,1381,28,-16,12
3037,589,1381,28,-16,12
3038,589,1386,26,-16,10
3039,589,1386,26,-16,10
3040,589,1386,26,-16,10
3041,589,1386,26,-16,10
3042,589,1386,26,-16,10
3043,589,1386,26,-16,10
3044,589,1386,26,-16,10
3045,589,1386,26,-16,10
3046,589,1386,26,-16,10
3047,589,1386,26,-16,10
3048,589,1386,26,-16,10
3049,589,1386,26,-16,10
3050,589,1386,26,-16,10
3051,589,1386,26,-16,10
3052,589,1386,26,-16,10
3053,589,1386,26,-16,10
3054,589,1386,26,-16,10
3055,589,1386,26,-16,10
3056,589,1386,26,-16,10
3057,589,1386,26,-16,10
3058,589,1386,26,-16,10
3059,589,1386,26,-16,10
3060,589,1386,26,-16,10
3061,589,1386,26,-16,10
3062,589,1386,26,-16,10
3063,589,1386,26,-16,10
3064,589,1386,26,-16,10
3065,589,1386,26,-16,10
3066,589,1386,26,-16,10
3067,589,1386,26,-16,10
3068,589,1386,26,-16,10
3069,589,1386,26,-16,10
3070,589,1386,26,-16,10
3071,589,1386,26,-16,10
3072,589,1386,26,-16,10
3073,589,1386,26,-16,10
3074,589,1386,26,-16,10
3075,589,1386,26,-16,10
3076,589,1386,26,-16,10
3077,589,1386,26,-16,10
3078,589,1386,26,-16,10
3079,589,1386,26,-16,10
3080,589,1386,26,-16,10
3081,589,1386,26,-16,10
3082,589,1386,26,-16,10
3083,589,1386,26,-16,10
3084,589,1386,26,-16,10
3085,589,1386,26,-16,10
3086,589,1386,26,-16,10
3087,589,1386,26,-16,10
3088,589,1386,26,-16,10
3089,589,1386,26,-16,10
3090,589,1386,26,-16,10
3091,589,1386,26,-16,10
3092,589,1386,26,-16,10
3093,589,1386,26,-16,10
3094,589,1386,26,-16,10
3095,589,1386,26,-16,10
3096,589,1386,26,-16,10
3097,589,1386,26,-16,10
3098,589,1386,26,-16,10
3099,589,1386,26,-16,10
3100,589,1386,26,-16,10
3101,589,1386,26,-16,10
3102,589,1386,26,-16,10
3103,589,1386,26,-16,10
3104,589,1386,26,-16,10
3105,589,1386,26,-16,10
3106,589,1386,26,-16,10
3107,589,1386,26,-16,10
3108,589,1386,26,-16,10
3109,589,1386,26,-16,10
3110,589,1386,26,-16,10
3111,589,1386,26,-16,10
3112,589,1386,26,-16,10
3113,589,1386,26,-16,10
3114,589,1386,26,-16,10
3115,589,1386,26,-16,10
3116,589,1386,26,-16,10
