Time(s),Completed Nodes,GoodCompleted,BadCompleted
226,0.02,0.02,NaN
227,0.02,0.02,NaN
228,0.02,0.02,NaN
229,0.02,0.02,NaN
230,0.02,0.02,NaN
231,0.02,0.02,NaN
232,0.02,0.02,NaN
233,0.02,0.02,NaN
234,0.02,0.02,NaN
235,0.02,0.02,NaN
236,0.02,0.02,NaN
237,0.02,0.02,NaN
238,0.02,0.02,NaN
239,0.02,0.02,NaN
240,0.02,0.02,NaN
241,0.02,0.02,NaN
242,0.02,0.02,NaN
243,0.02,0.02,NaN
244,0.02,0.02,NaN
245,0.02,0.02,NaN
246,0.02,0.02,NaN
247,0.02,0.02,NaN
248,0.02,0.02,NaN
249,0.02,0.02,NaN
250,0.02,0.02,NaN
251,0.02,0.02,NaN
252,0.02,0.02,NaN
253,0.02,0.02,NaN
254,0.02,0.02,NaN
255,0.02,0.02,NaN
256,0.02,0.02,NaN
257,0.02,0.02,NaN
258,0.02,0.02,NaN
259,0.02,0.02,NaN
260,0.02,0.02,NaN
261,0.02,0.02,NaN
262,0.02,0.02,NaN
263,0.02,0.02,NaN
264,0.02,0.02,NaN
265,0.02,0.02,NaN
266,0.02,0.02,NaN
267,0.02,0.02,NaN
268,0.02,0.02,NaN
269,0.02,0.02,NaN
270,0.02,0.02,NaN
271,0.02,0.02,NaN
272,0.02,0.02,NaN
273,0.02,0.02,NaN
274,0.02,0.02,NaN
275,0.02,0.02,NaN
276,0.02,0.02,NaN
277,0.02,0.02,NaN
278,0.02,0.02,NaN
279,0.02,0.02,NaN
280,0.02,0.02,NaN
281,0.02,0.02,NaN
282,0.02,0.02,NaN
283,0.02,0.02,NaN
284,0.02,0.02,NaN
285,0.02,0.02,NaN
286,0.02,0.02,NaN
287,0.02,0.02,NaN
288,0.02,0.02,NaN
289,0.02,0.02,NaN
290,0.02,0.02,NaN
291,0.02,0.02,NaN
292,0.02,0.02,NaN
293,0.02,0.02,NaN
294,0.02,0.02,NaN
295,0.02,0.02,NaN
296,0.02,0.02,NaN
297,0.02,0.02,NaN
298,0.02,0.02,NaN
299,0.02,0.02,NaN
300,0.02,0.02,NaN
301,0.02,0.02,NaN
302,0.02,0.02,NaN
303,0.02,0.02,NaN
304,0.02,0.02,NaN
305,0.02,0.02,NaN
306,0.02,0.02,NaN
307,0.02,0.02,NaN
308,0.02,0.02,NaN
309,0.02,0.02,NaN
310,0.02,0.02,NaN
311,0.02,0.02,NaN
312,0.02,0.02,NaN
313,0.02,0.02,NaN
314,0.02,0.02,NaN
315,0.02,0.02,NaN
316,0.02,0.02,NaN
317,0.02,0.02,NaN
318,0.02,0.02,NaN
318,0.03,0.03,NaN
319,0.03,0.03,NaN
320,0.03,0.03,NaN
321,0.03,0.03,NaN
322,0.03,0.03,NaN
322,0.04,0.04,NaN
323,0.04,0.04,NaN
324,0.04,0.04,NaN
324,0.05,0.05,NaN
325,0.05,0.05,NaN
326,0.05,0.05,NaN
327,0.05,0.05,NaN
328,0.05,0.05,NaN
329,0.05,0.05,NaN
330,0.05,0.05,NaN
331,0.05,0.05,NaN
332,0.05,0.05,NaN
333,0.05,0.05,NaN
334,0.05,0.05,NaN
335,0.05,0.05,NaN
336,0.05,0.05,NaN
336,0.06,0.06,NaN
337,0.06,0.06,NaN
338,0.06,0.06,NaN
339,0.06,0.06,NaN
340,0.06,0.06,NaN
340,0.07,0.07,NaN
341,0.07,0.07,NaN
342,0.07,0.07,NaN
343,0.07,0.07,NaN
344,0.07,0.07,NaN
344,0.08,0.08,NaN
345,0.08,0.08,NaN
346,0.08,0.08,NaN
347,0.08,0.08,NaN
348,0.08,0.08,NaN
349,0.08,0.08,NaN
350,0.08,0.08,NaN
351,0.08,0.08,NaN
352,0.08,0.08,NaN
353,0.08,0.08,NaN
354,0.08,0.08,NaN
355,0.08,0.08,NaN
356,0.08,0.08,NaN
357,0.08,0.08,NaN
358,0.08,0.08,NaN
359,0.08,0.08,NaN
360,0.08,0.08,NaN
361,0.08,0.08,NaN
362,0.08,0.08,NaN
363,0.08,0.08,NaN
364,0.08,0.08,NaN
364,0.09,0.09,NaN
365,0.09,0.09,NaN
366,0.09,0.09,NaN
367,0.09,0.09,NaN
368,0.09,0.09,NaN
369,0.09,0.09,NaN
369,0.1,0.1,NaN
370,0.1,0.1,NaN
371,0.1,0.1,NaN
372,0.1,0.1,NaN
373,0.1,0.1,NaN
374,0.1,0.1,NaN
375,0.1,0.1,NaN
376,0.1,0.1,NaN
377,0.1,0.1,NaN
378,0.1,0.1,NaN
379,0.1,0.1,NaN
380,0.1,0.1,NaN
381,0.1,0.1,NaN
382,0.1,0.1,NaN
383,0.1,0.1,NaN
384,0.1,0.1,NaN
385,0.1,0.1,NaN
386,0.1,0.1,NaN
386,0.11,0.11,NaN
387,0.11,0.11,NaN
388,0.11,0.11,NaN
389,0.11,0.11,NaN
390,0.11,0.11,NaN
391,0.11,0.11,NaN
392,0.11,0.11,NaN
392,0.12,0.12,NaN
393,0.12,0.12,NaN
394,0.12,0.12,NaN
394,0.13,0.13,NaN
395,0.13,0.13,NaN
396,0.13,0.13,NaN
397,0.13,0.13,NaN
398,0.13,0.13,NaN
399,0.13,0.13,NaN
400,0.13,0.13,NaN
401,0.13,0.13,NaN
402,0.13,0.13,NaN
403,0.13,0.13,NaN
404,0.13,0.13,NaN
405,0.13,0.13,NaN
406,0.13,0.13,NaN
407,0.13,0.13,NaN
408,0.13,0.13,NaN
409,0.13,0.13,NaN
410,0.13,0.13,NaN
411,0.13,0.13,NaN
412,0.13,0.13,NaN
413,0.13,0.13,NaN
414,0.13,0.13,NaN
415,0.13,0.13,NaN
416,0.13,0.13,NaN
417,0.13,0.13,NaN
418,0.13,0.13,NaN
419,0.13,0.13,NaN
420,0.13,0.13,NaN
421,0.13,0.13,NaN
421,0.14,0.14,NaN
422,0.14,0.14,NaN
423,0.14,0.14,NaN
424,0.14,0.14,NaN
425,0.14,0.14,NaN
426,0.14,0.14,NaN
427,0.14,0.14,NaN
428,0.14,0.14,NaN
429,0.14,0.14,NaN
430,0.14,0.14,NaN
431,0.14,0.14,NaN
432,0.14,0.14,NaN
432,0.15,0.15,NaN
433,0.15,0.15,NaN
434,0.15,0.15,NaN
435,0.15,0.15,NaN
436,0.15,0.15,NaN
437,0.15,0.15,NaN
438,0.15,0.15,NaN
438,0.16,0.16,NaN
439,0.16,0.16,NaN
440,0.16,0.16,NaN
440,0.17,0.17,NaN
441,0.17,0.17,NaN
442,0.17,0.17,NaN
443,0.17,0.17,NaN
443,0.18,0.18,NaN
444,0.18,0.18,NaN
445,0.18,0.18,NaN
446,0.18,0.18,NaN
447,0.18,0.18,NaN
448,0.18,0.18,NaN
449,0.18,0.18,NaN
450,0.18,0.18,NaN
451,0.18,0.18,NaN
452,0.18,0.18,NaN
453,0.18,0.18,NaN
454,0.18,0.18,NaN
455,0.18,0.18,NaN
456,0.18,0.18,NaN
457,0.18,0.18,NaN
458,0.18,0.18,NaN
459,0.18,0.18,NaN
460,0.18,0.18,NaN
461,0.18,0.18,NaN
462,0.18,0.18,NaN
463,0.18,0.18,NaN
464,0.18,0.18,NaN
465,0.18,0.18,NaN
466,0.18,0.18,NaN
467,0.18,0.18,NaN
468,0.18,0.18,NaN
469,0.18,0.18,NaN
470,0.18,0.18,NaN
471,0.18,0.18,NaN
472,0.18,0.18,NaN
473,0.18,0.18,NaN
474,0.18,0.18,NaN
475,0.18,0.18,NaN
476,0.18,0.18,NaN
477,0.18,0.18,NaN
478,0.18,0.18,NaN
478,0.19,0.19,NaN
479,0.19,0.19,NaN
480,0.19,0.19,NaN
481,0.19,0.19,NaN
481,0.2,0.2,NaN
482,0.2,0.2,NaN
483,0.2,0.2,NaN
484,0.2,0.2,NaN
485,0.2,0.2,NaN
486,0.2,0.2,NaN
487,0.2,0.2,NaN
488,0.2,0.2,NaN
489,0.2,0.2,NaN
490,0.2,0.2,NaN
491,0.2,0.2,NaN
492,0.2,0.2,NaN
492,0.21,0.21,NaN
493,0.21,0.21,NaN
494,0.21,0.21,NaN
495,0.21,0.21,NaN
496,0.21,0.21,NaN
497,0.21,0.21,NaN
498,0.21,0.21,NaN
499,0.21,0.21,NaN
500,0.21,0.21,NaN
501,0.21,0.21,NaN
502,0.21,0.21,NaN
503,0.21,0.21,NaN
504,0.21,0.21,NaN
505,0.21,0.21,NaN
506,0.21,0.21,NaN
507,0.21,0.21,NaN
508,0.21,0.21,NaN
509,0.21,0.21,NaN
510,0.21,0.21,NaN
511,0.21,0.21,NaN
512,0.21,0.21,NaN
513,0.21,0.21,NaN
513,0.22,0.22,NaN
514,0.22,0.22,NaN
515,0.22,0.22,NaN
515,0.23,0.23,NaN
516,0.23,0.23,NaN
517,0.23,0.23,NaN
518,0.23,0.23,NaN
519,0.23,0.23,NaN
520,0.23,0.23,NaN
521,0.23,0.23,NaN
522,0.23,0.23,NaN
523,0.23,0.23,NaN
524,0.23,0.23,NaN
525,0.23,0.23,NaN
526,0.23,0.23,NaN
527,0.23,0.23,NaN
528,0.23,0.23,NaN
529,0.23,0.23,NaN
529,0.24,0.24,NaN
530,0.24,0.24,NaN
531,0.24,0.24,NaN
532,0.24,0.24,NaN
533,0.24,0.24,NaN
534,0.24,0.24,NaN
535,0.24,0.24,NaN
536,0.24,0.24,NaN
537,0.24,0.24,NaN
537,0.25,0.25,NaN
538,0.25,0.25,NaN
539,0.25,0.25,NaN
540,0.25,0.25,NaN
541,0.25,0.25,NaN
541,0.26,0.26,NaN
542,0.26,0.26,NaN
543,0.26,0.26,NaN
544,0.26,0.26,NaN
545,0.26,0.26,NaN
546,0.26,0.26,NaN
546,0.27,0.27,NaN
547,0.27,0.27,NaN
548,0.27,0.27,NaN
549,0.27,0.27,NaN
550,0.27,0.27,NaN
551,0.27,0.27,NaN
552,0.27,0.27,NaN
553,0.27,0.27,NaN
554,0.27,0.27,NaN
555,0.27,0.27,NaN
555,0.28,0.28,NaN
556,0.28,0.28,NaN
557,0.28,0.28,NaN
558,0.28,0.28,NaN
559,0.28,0.28,NaN
560,0.28,0.28,NaN
560,0.29,0.29,NaN
561,0.29,0.29,NaN
562,0.29,0.29,NaN
563,0.29,0.29,NaN
564,0.29,0.29,NaN
565,0.29,0.29,NaN
565,0.3,0.3,NaN
566,0.3,0.3,NaN
567,0.3,0.3,NaN
567,0.31,0.31,NaN
568,0.31,0.31,NaN
569,0.31,0.31,NaN
570,0.31,0.31,NaN
571,0.31,0.31,NaN
572,0.31,0.31,NaN
573,0.31,0.31,NaN
574,0.31,0.31,NaN
575,0.31,0.31,NaN
576,0.31,0.31,NaN
576,0.32,0.32,NaN
576,0.33,0.33,NaN
577,0.33,0.33,NaN
578,0.33,0.33,NaN
579,0.33,0.33,NaN
580,0.33,0.33,NaN
581,0.33,0.33,NaN
582,0.33,0.33,NaN
583,0.33,0.33,NaN
584,0.33,0.33,NaN
585,0.33,0.33,NaN
586,0.33,0.33,NaN
587,0.33,0.33,NaN
588,0.33,0.33,NaN
589,0.33,0.33,NaN
590,0.33,0.33,NaN
591,0.33,0.33,NaN
592,0.33,0.33,NaN
593,0.33,0.33,NaN
594,0.33,0.33,NaN
595,0.33,0.33,NaN
595,0.34,0.34,NaN
595,0.35,0.35,NaN
596,0.35,0.35,NaN
597,0.35,0.35,NaN
598,0.35,0.35,NaN
599,0.35,0.35,NaN
599,0.36,0.36,NaN
600,0.36,0.36,NaN
601,0.36,0.36,NaN
602,0.36,0.36,NaN
603,0.36,0.36,NaN
604,0.36,0.36,NaN
605,0.36,0.36,NaN
605,0.37,0.37,NaN
605,0.38,0.38,NaN
606,0.38,0.38,NaN
607,0.38,0.38,NaN
607,0.39,0.39,NaN
608,0.39,0.39,NaN
609,0.39,0.39,NaN
609,0.4,0.4,NaN
610,0.4,0.4,NaN
610,0.41,0.41,NaN
611,0.41,0.41,NaN
612,0.41,0.41,NaN
613,0.41,0.41,NaN
614,0.41,0.41,NaN
615,0.41,0.41,NaN
616,0.41,0.41,NaN
617,0.41,0.41,NaN
617,0.42,0.42,NaN
617,0.43,0.43,NaN
618,0.43,0.43,NaN
619,0.43,0.43,NaN
620,0.43,0.43,NaN
621,0.43,0.43,NaN
622,0.43,0.43,NaN
623,0.43,0.43,NaN
624,0.43,0.43,NaN
625,0.43,0.43,NaN
626,0.43,0.43,NaN
627,0.43,0.43,NaN
627,0.44,0.44,NaN
628,0.44,0.44,NaN
629,0.44,0.44,NaN
630,0.44,0.44,NaN
630,0.45,0.45,NaN
631,0.45,0.45,NaN
632,0.45,0.45,NaN
632,0.46,0.46,NaN
633,0.46,0.46,NaN
633,0.47,0.47,NaN
634,0.47,0.47,NaN
634,0.48,0.48,NaN
635,0.48,0.48,NaN
636,0.48,0.48,NaN
637,0.48,0.48,NaN
638,0.48,0.48,NaN
639,0.48,0.48,NaN
639,0.49,0.49,NaN
640,0.49,0.49,NaN
641,0.49,0.49,NaN
641,0.5,0.5,NaN
642,0.5,0.5,NaN
642,0.51,0.51,NaN
643,0.51,0.51,NaN
644,0.51,0.51,NaN
645,0.51,0.51,NaN
646,0.51,0.51,NaN
646,0.52,0.52,NaN
647,0.52,0.52,NaN
648,0.52,0.52,NaN
649,0.52,0.52,NaN
650,0.52,0.52,NaN
650,0.53,0.53,NaN
651,0.53,0.53,NaN
652,0.53,0.53,NaN
652,0.54,0.54,NaN
653,0.54,0.54,NaN
653,0.55,0.55,NaN
654,0.55,0.55,NaN
655,0.55,0.55,NaN
656,0.55,0.55,NaN
656,0.56,0.56,NaN
656,0.57,0.57,NaN
657,0.57,0.57,NaN
657,0.58,0.58,NaN
658,0.58,0.58,NaN
659,0.58,0.58,NaN
659,0.59,0.59,NaN
660,0.59,0.59,NaN
660,0.6,0.6,NaN
661,0.6,0.6,NaN
661,0.61,0.61,NaN
662,0.61,0.61,NaN
662,0.62,0.62,NaN
663,0.62,0.62,NaN
664,0.62,0.62,NaN
664,0.63,0.63,NaN
665,0.63,0.63,NaN
665,0.64,0.64,NaN
666,0.64,0.64,NaN
666,0.65,0.65,NaN
667,0.65,0.65,NaN
668,0.65,0.65,NaN
668,0.66,0.66,NaN
669,0.66,0.66,NaN
670,0.66,0.66,NaN
670,0.67,0.67,NaN
671,0.67,0.67,NaN
671,0.68,0.68,NaN
672,0.68,0.68,NaN
673,0.68,0.68,NaN
674,0.68,0.68,NaN
674,0.69,0.69,NaN
675,0.69,0.69,NaN
676,0.69,0.69,NaN
676,0.7,0.7,NaN
677,0.7,0.7,NaN
677,0.71,0.71,NaN
678,0.71,0.71,NaN
678,0.72,0.72,NaN
679,0.72,0.72,NaN
680,0.72,0.72,NaN
680,0.73,0.73,NaN
681,0.73,0.73,NaN
682,0.73,0.73,NaN
683,0.73,0.73,NaN
683,0.74,0.74,NaN
684,0.74,0.74,NaN
684,0.75,0.75,NaN
685,0.75,0.75,NaN
685,0.76,0.76,NaN
686,0.76,0.76,NaN
686,0.77,0.77,NaN
687,0.77,0.77,NaN
687,0.78,0.78,NaN
688,0.78,0.78,NaN
688,0.79,0.79,NaN
688,0.8,0.8,NaN
689,0.8,0.8,NaN
689,0.81,0.81,NaN
690,0.81,0.81,NaN
691,0.81,0.81,NaN
691,0.82,0.82,NaN
691,0.83,0.83,NaN
692,0.83,0.83,NaN
693,0.83,0.83,NaN
693,0.84,0.84,NaN
694,0.84,0.84,NaN
694,0.85,0.85,NaN
695,0.85,0.85,NaN
695,0.86,0.86,NaN
696,0.86,0.86,NaN
696,0.87,0.87,NaN
697,0.87,0.87,NaN
698,0.87,0.87,NaN
698,0.88,0.88,NaN
698,0.89,0.89,NaN
699,0.89,0.89,NaN
699,0.9,0.9,NaN
699,0.91,0.91,NaN
700,0.91,0.91,NaN
700,0.92,0.92,NaN
701,0.92,0.92,NaN
702,0.92,0.92,NaN
703,0.92,0.92,NaN
704,0.92,0.92,NaN
705,0.92,0.92,NaN
706,0.92,0.92,NaN
706,0.93,0.93,NaN
707,0.93,0.93,NaN
708,0.93,0.93,NaN
709,0.93,0.93,NaN
710,0.93,0.93,NaN
711,0.93,0.93,NaN
712,0.93,0.93,NaN
713,0.93,0.93,NaN
714,0.93,0.93,NaN
714,0.94,0.94,NaN
715,0.94,0.94,NaN
716,0.94,0.94,NaN
717,0.94,0.94,NaN
718,0.94,0.94,NaN
718,0.95,0.95,NaN
719,0.95,0.95,NaN
720,0.95,0.95,NaN
720,0.96,0.96,NaN
721,0.96,0.96,NaN
721,0.97,0.97,NaN
722,0.97,0.97,NaN
723,0.97,0.97,NaN
724,0.97,0.97,NaN
725,0.97,0.97,NaN
726,0.97,0.97,NaN
727,0.97,0.97,NaN
727,0.98,0.98,NaN
728,0.98,0.98,NaN
729,0.98,0.98,NaN
730,0.98,0.98,NaN
731,0.98,0.98,NaN
732,0.98,0.98,NaN
733,0.98,0.98,NaN
734,0.98,0.98,NaN
735,0.98,0.98,NaN
736,0.98,0.98,NaN
737,0.98,0.98,NaN
738,0.98,0.98,NaN
738,0.99,0.99,NaN
739,0.99,0.99,NaN
740,0.99,0.99,NaN
741,0.99,0.99,NaN
742,0.99,0.99,NaN
743,0.99,0.99,NaN
744,0.99,0.99,NaN
745,0.99,0.99,NaN
746,0.99,0.99,NaN
747,0.99,0.99,NaN
748,0.99,0.99,NaN
749,0.99,0.99,NaN
750,0.99,0.99,NaN
751,0.99,0.99,NaN
752,0.99,0.99,NaN
752,1.0,1.0,NaN
752,1.0,1.0,NaN
