,Temps(s),Nœuds complétés
426,0.34,0.34
427,0.34,0.34
428,0.34,0.34
429,0.34,0.34
430,0.35,0.35
431,0.35,0.35
432,0.35,0.35
433,0.35,0.35
434,0.35,0.35
435,0.35,0.35
436,0.35,0.35
437,0.35,0.35
438,0.35,0.35
439,0.35,0.35
440,0.37,0.37
441,0.37,0.37
442,0.37,0.37
443,0.38,0.38
444,0.39,0.39
445,0.39,0.39
446,0.39,0.39
447,0.39,0.39
448,0.39,0.39
449,0.39,0.39
450,0.39,0.39
451,0.39,0.39
452,0.39,0.39
453,0.39,0.39
454,0.39,0.39
455,0.39,0.39
456,0.39,0.39
457,0.39,0.39
458,0.39,0.39
459,0.4,0.4
460,0.4,0.4
461,0.4,0.4
462,0.4,0.4
463,0.4,0.4
464,0.4,0.4
465,0.4,0.4
466,0.4,0.4
467,0.4,0.4
468,0.4,0.4
469,0.41,0.41
470,0.42,0.42
471,0.42,0.42
472,0.42,0.42
473,0.42,0.42
474,0.43,0.43
475,0.43,0.43
476,0.43,0.43
477,0.43,0.43
478,0.44,0.44
479,0.44,0.44
480,0.44,0.44
481,0.44,0.44
482,0.45,0.45
483,0.46,0.46
484,0.46,0.46
485,0.46,0.46
486,0.46,0.46
487,0.46,0.46
488,0.46,0.46
489,0.46,0.46
490,0.46,0.46
491,0.46,0.46
492,0.47,0.47
493,0.47,0.47
494,0.47,0.47
495,0.47,0.47
496,0.47,0.47
497,0.48,0.48
498,0.48,0.48
499,0.49,0.49
500,0.49,0.49
501,0.5,0.5
502,0.5,0.5
503,0.5,0.5
504,0.5,0.5
505,0.5,0.5
506,0.5,0.5
507,0.51,0.51
508,0.52,0.52
509,0.53,0.53
510,0.53,0.53
511,0.54,0.54
512,0.55,0.55
513,0.55,0.55
514,0.57,0.57
515,0.57,0.57
516,0.59,0.59
517,0.59,0.59
518,0.6,0.6
519,0.6,0.6
520,0.62,0.62
521,0.62,0.62
522,0.63,0.63
523,0.63,0.63
524,0.63,0.63
525,0.63,0.63
526,0.64,0.64
527,0.65,0.65
528,0.65,0.65
529,0.66,0.66
530,0.67,0.67
531,0.67,0.67
532,0.67,0.67
533,0.68,0.68
534,0.7,0.7
535,0.7,0.7
536,0.7,0.7
537,0.7,0.7
538,0.71,0.71
539,0.71,0.71
540,0.71,0.71
541,0.71,0.71
542,0.73,0.73
543,0.75,0.75
544,0.76,0.76
545,0.77,0.77
546,0.78,0.78
547,0.8,0.8
548,0.82,0.82
549,0.84,0.84
550,0.85,0.85
551,0.85,0.85
552,0.86,0.86
553,0.87,0.87
554,0.87,0.87
555,0.87,0.87
556,0.89,0.89
557,0.89,0.89
558,0.89,0.89
559,0.9,0.9
560,0.9,0.9
561,0.91,0.91
562,0.91,0.91
563,0.91,0.91
564,0.92,0.92
565,0.93,0.93
566,0.93,0.93
567,0.93,0.93
568,0.93,0.93
569,0.95,0.95
570,0.96,0.96
571,0.96,0.96
572,0.97,0.97
573,0.99,0.99
574,0.99,0.99
575,0.99,0.99
576,0.99,0.99
577,0.99,0.99
578,0.99,0.99
579,0.99,0.99
580,0.99,0.99
581,0.99,0.99
582,1.0,1.0
